DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;TOTAL_MIN_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MIN_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_IMPORT(-)_EXPORT(+)_[MW];GERMANY_ALLOCATED_VOLUME_[MW];AUSTRIA_MIN_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_IMPORT(-)_EXPORT(+)_[MW];AUSTRIA_ALLOCATED_VOLUME_[MW];CZECH_REPUBLIC_MIN_CAPACITY_PRICE_[(EUR/MW)/h];CZECH_REPUBLIC_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];CZECH_REPUBLIC_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];CZECH_REPUBLIC_IMPORT(-)_EXPORT(+)_[MW];CZECH_REPUBLIC_ALLOCATED_VOLUME_[MW];GERMANY_SUM_OF_OFFERED_CAPACITY_[MW]
15/07/2025;15/07/2025;aFRR;NEG_12_16;5,00;43,35;53,72;5,00;44,03;53,72;-80,00;;14,57;39,35;45,45;80,00;;;;;;;3536,00
15/07/2025;15/07/2025;aFRR;NEG_16_20;5,00;13,13;14,30;5,00;13,35;14,30;-80,00;;5,04;11,80;13,95;80,00;;;;;;;3649,00
15/07/2025;15/07/2025;aFRR;NEG_20_24;0,30;0,83;1,00;0,30;0,83;1,00;-78,00;;0,34;0,78;1,00;78,00;;;;;;;4089,00
16/07/2025;16/07/2025;aFRR;POS_00_04;1,58;4,00;4,27;2,95;4,04;4,25;-24,00;;1,58;3,63;4,27;24,00;;;;;;;4293,00
16/07/2025;16/07/2025;aFRR;POS_04_08;3,19;7,52;8,25;5,04;7,59;8,25;31,00;;3,19;6,83;8,24;-31,00;;;;;;;4708,00
16/07/2025;16/07/2025;aFRR;POS_08_12;6,34;16,79;20,54;13,00;17,05;20,54;17,00;;6,34;14,24;19,73;-17,00;;;;;;;4349,00
16/07/2025;16/07/2025;aFRR;POS_12_16;3,65;10,27;13,02;9,00;10,41;13,02;-51,00;;3,65;9,23;13,00;51,00;;;;;;;4255,00
16/07/2025;16/07/2025;aFRR;POS_16_20;5,72;13,20;14,74;9,89;13,31;14,74;-2,00;;5,72;12,23;14,73;2,00;;;;;;;4547,00
16/07/2025;16/07/2025;aFRR;POS_20_24;9,60;22,37;24,50;16,59;22,62;24,50;7,00;;9,60;20,01;24,45;-7,00;;;;;;;4664,00
16/07/2025;16/07/2025;aFRR;NEG_00_04;0,41;1,02;1,16;0,50;1,02;1,16;17,00;;0,41;1,03;1,16;-17,00;;;;;;;3886,00
16/07/2025;16/07/2025;aFRR;NEG_04_08;0,67;1,58;1,78;1,00;1,58;1,78;-22,00;;0,67;1,55;1,77;22,00;;;;;;;4029,00
16/07/2025;16/07/2025;aFRR;NEG_08_12;5,00;17,47;18,59;5,00;17,62;18,59;29,00;;7,42;16,07;18,57;-29,00;;;;;;;3952,00
16/07/2025;16/07/2025;aFRR;NEG_12_16;5,00;36,06;40,52;5,00;36,17;40,52;-64,00;;15,48;35,38;40,45;64,00;;;;;;;3902,00
16/07/2025;16/07/2025;aFRR;NEG_16_20;4,66;10,75;11,97;5,00;10,82;11,97;-11,00;;4,66;10,22;11,95;11,00;;;;;;;3717,00
16/07/2025;16/07/2025;aFRR;NEG_20_24;0,30;0,80;0,94;0,50;0,81;0,94;-20,00;;0,30;0,75;0,94;20,00;;;;;;;3960,00
17/07/2025;17/07/2025;aFRR;POS_00_04;1,56;3,76;3,95;3,12;3,82;3,95;-43,00;;1,56;3,37;3,90;43,00;;;;;;;4591,00
17/07/2025;17/07/2025;aFRR;POS_04_08;2,74;6,88;7,26;5,80;6,96;7,26;-5,00;;2,74;6,16;7,17;5,00;;;;;;;4509,00
17/07/2025;17/07/2025;aFRR;POS_08_12;5,43;15,02;17,20;13,19;15,24;17,20;-27,00;;5,43;13,20;17,06;27,00;;;;;;;3903,00
17/07/2025;17/07/2025;aFRR;POS_12_16;3,36;9,70;10,74;8,08;9,80;10,74;-31,00;;3,36;8,82;10,74;31,00;;;;;;;4670,00
17/07/2025;17/07/2025;aFRR;POS_16_20;4,63;11,90;12,76;8,82;12,07;12,76;11,00;;4,63;10,22;12,76;-11,00;;;;;;;4429,00
17/07/2025;17/07/2025;aFRR;POS_20_24;7,85;20,54;22,67;17,09;20,85;22,67;13,00;;7,85;17,56;22,66;-13,00;;;;;;;4517,00
17/07/2025;17/07/2025;aFRR;NEG_00_04;0,36;0,92;1,06;0,40;0,92;1,06;31,00;;0,36;0,95;1,05;-31,00;;;;;;;3906,00
17/07/2025;17/07/2025;aFRR;NEG_04_08;0,54;1,38;1,55;1,00;1,38;1,55;19,00;;0,54;1,34;1,50;-19,00;;;;;;;3676,00
17/07/2025;17/07/2025;aFRR;NEG_08_12;5,00;14,40;16,43;5,00;14,54;16,43;-40,00;;5,66;13,40;16,34;40,00;;;;;;;3358,00
17/07/2025;17/07/2025;aFRR;NEG_12_16;5,00;34,10;43,83;5,00;34,58;43,83;-80,00;;11,65;31,37;37,39;80,00;;;;;;;3662,00
17/07/2025;17/07/2025;aFRR;NEG_16_20;3,37;9,24;9,93;5,00;9,37;9,93;-34,00;;3,37;8,35;9,92;34,00;;;;;;;3645,00
17/07/2025;17/07/2025;aFRR;NEG_20_24;0,34;0,80;1,06;0,40;0,80;1,06;-80,00;;0,34;0,76;1,01;80,00;;;;;;;4160,00
18/07/2025;18/07/2025;aFRR;POS_00_04;1,46;3,54;3,76;2,91;3,58;3,76;-40,00;;1,46;3,18;3,72;40,00;;;;;;;4556,00
18/07/2025;18/07/2025;aFRR;POS_04_08;2,50;6,38;7,26;5,34;6,48;7,26;-70,00;;2,50;5,78;7,25;70,00;;;;;;;4623,00
18/07/2025;18/07/2025;aFRR;POS_08_12;5,40;13,82;15,30;6,77;14,02;15,30;-51,00;;5,40;12,33;15,20;51,00;;;;;;;4173,00
18/07/2025;18/07/2025;aFRR;POS_12_16;3,74;8,70;9,38;7,74;8,80;9,38;-15,00;;3,74;7,85;9,35;15,00;;;;;;;4410,00
18/07/2025;18/07/2025;aFRR;POS_16_20;4,30;11,62;14,47;9,72;11,91;14,47;-80,00;;4,30;9,79;12,37;80,00;;;;;;;4338,00
18/07/2025;18/07/2025;aFRR;POS_20_24;7,48;20,67;26,29;16,74;20,96;26,29;-37,00;;7,48;18,57;26,27;37,00;;;;;;;4556,00
18/07/2025;18/07/2025;aFRR;NEG_00_04;0,35;0,84;1,00;0,40;0,85;1,00;-70,00;;0,35;0,83;1,00;70,00;;;;;;;3687,00
18/07/2025;18/07/2025;aFRR;NEG_04_08;0,49;1,14;1,30;0,70;1,16;1,30;-80,00;;0,49;1,06;1,23;80,00;;;;;;;3781,00
18/07/2025;18/07/2025;aFRR;NEG_08_12;4,34;12,12;12,91;9,36;12,23;12,91;33,00;;4,34;11,10;12,84;-33,00;;;;;;;3895,00
18/07/2025;18/07/2025;aFRR;NEG_12_16;12,44;30,60;33,50;22,27;30,93;33,50;-80,00;;12,44;28,58;33,49;80,00;;;;;;;3863,00
18/07/2025;18/07/2025;aFRR;NEG_16_20;3,09;7,69;8,30;5,00;7,77;8,30;-24,00;;3,09;7,10;8,28;24,00;;;;;;;3693,00
18/07/2025;18/07/2025;aFRR;NEG_20_24;0,29;0,73;0,90;0,40;0,72;0,90;-56,00;;0,29;0,73;0,90;56,00;;;;;;;4127,00
19/07/2025;19/07/2025;aFRR;POS_00_04;1,38;4,01;6,40;2,51;4,09;6,40;-54,00;;1,38;3,48;6,18;54,00;;;;;;;4394,00
19/07/2025;19/07/2025;aFRR;POS_04_08;2,40;6,18;7,80;5,01;6,28;7,80;-80,00;;2,40;5,58;6,70;80,00;;;;;;;4623,00
19/07/2025;19/07/2025;aFRR;POS_08_12;5,01;11,92;12,82;9,18;12,09;12,82;-25,00;;5,01;10,59;12,77;25,00;;;;;;;4327,00
19/07/2025;19/07/2025;aFRR;POS_12_16;3,23;7,48;8,15;5,42;7,60;8,15;-75,00;;3,23;6,72;8,05;75,00;;;;;;;4372,00
19/07/2025;19/07/2025;aFRR;POS_16_20;4,56;11,15;12,53;8,79;11,32;12,53;-80,00;;4,56;10,04;11,87;80,00;;;;;;;4501,00
19/07/2025;19/07/2025;aFRR;POS_20_24;7,62;19,34;21,65;16,08;19,48;21,65;26,00;;7,62;17,86;21,61;-26,00;;;;;;;4628,00
19/07/2025;19/07/2025;aFRR;NEG_00_04;0,32;0,84;1,03;0,35;0,84;1,03;-72,00;;0,32;0,85;1,03;72,00;;;;;;;3757,00
19/07/2025;19/07/2025;aFRR;NEG_04_08;0,38;1,25;1,81;0,60;1,29;1,81;-80,00;;0,38;1,02;1,21;80,00;;;;;;;3547,00
19/07/2025;19/07/2025;aFRR;NEG_08_12;4,05;20,40;27,98;5,00;21,45;27,98;-80,00;;4,05;14,08;23,20;80,00;;;;;;;3651,00
19/07/2025;19/07/2025;aFRR;NEG_12_16;5,00;45,64;61,00;5,00;47,28;61,00;-80,00;;10,88;35,90;59,43;80,00;;;;;;;3770,00
19/07/2025;19/07/2025;aFRR;NEG_16_20;2,54;10,94;15,96;4,00;11,59;15,96;-80,00;;2,54;7,17;9,72;80,00;;;;;;;3583,00
19/07/2025;19/07/2025;aFRR;NEG_20_24;0,28;0,83;1,00;0,40;0,83;1,00;-76,00;;0,28;0,78;1,00;76,00;;;;;;;4093,00
20/07/2025;20/07/2025;aFRR;POS_00_04;1,32;4,06;4,93;2,81;4,10;4,93;-49,00;;1,32;3,82;4,90;49,00;;;;;;;4643,00
20/07/2025;20/07/2025;aFRR;POS_04_08;2,35;5,97;6,49;4,60;6,06;6,49;-80,00;;2,35;5,40;6,34;80,00;;;;;;;4797,00
20/07/2025;20/07/2025;aFRR;POS_08_12;3,89;9,87;11,01;7,50;10,03;11,01;-18,00;;3,89;8,67;10,68;18,00;;;;;;;4425,00
20/07/2025;20/07/2025;aFRR;POS_12_16;2,59;6,52;7,12;4,50;6,59;7,12;-24,00;;2,59;5,96;7,01;24,00;;;;;;;4530,00
20/07/2025;20/07/2025;aFRR;POS_16_20;4,18;10,09;11,22;8,00;10,17;11,22;-33,00;;4,18;9,48;11,19;33,00;;;;;;;4261,00
20/07/2025;20/07/2025;aFRR;POS_20_24;7,48;17,82;19,29;15,00;17,99;19,29;55,00;;7,48;15,64;19,04;-55,00;;;;;;;4829,00
20/07/2025;20/07/2025;aFRR;NEG_00_04;0,32;0,96;2,02;0,50;0,97;2,02;-80,00;;0,32;0,91;1,08;80,00;;;;;;;3635,00
20/07/2025;20/07/2025;aFRR;NEG_04_08;0,52;1,61;2,57;0,70;1,70;2,57;-80,00;;0,52;1,09;1,31;80,00;;;;;;;3300,00
20/07/2025;20/07/2025;aFRR;NEG_08_12;5,00;24,38;34,15;5,00;25,19;34,15;-78,00;;7,66;19,44;33,73;78,00;;;;;;;3815,00
20/07/2025;20/07/2025;aFRR;NEG_12_16;5,00;52,50;67,44;5,00;53,55;67,44;-41,00;;16,61;45,08;67,16;41,00;;;;;;;3681,00
20/07/2025;20/07/2025;aFRR;NEG_16_20;3,90;12,41;15,67;5,00;13,09;15,67;-80,00;;3,90;8,63;13,25;80,00;;;;;;;3815,00
20/07/2025;20/07/2025;aFRR;NEG_20_24;0,37;0,80;0,90;0,40;0,80;0,90;-47,00;;0,37;0,79;0,90;47,00;;;;;;;3921,00
21/07/2025;21/07/2025;aFRR;POS_00_04;1,66;3,70;4,05;2,98;3,73;4,05;-34,00;;1,66;3,46;4,05;34,00;;;;;;;4487,00
21/07/2025;21/07/2025;aFRR;POS_04_08;2,35;6,65;8,56;4,88;6,80;8,56;-45,00;;2,35;5,63;8,36;45,00;;;;;;;4545,00
21/07/2025;21/07/2025;aFRR;POS_08_12;3,07;15,57;20,94;8,01;16,49;20,94;-80,00;;3,07;9,50;13,66;80,00;;;;;;;4330,00
21/07/2025;21/07/2025;aFRR;POS_12_16;2,22;10,05;14,64;5,13;10,59;14,64;-80,00;;2,22;6,61;9,75;80,00;;;;;;;4201,00
21/07/2025;21/07/2025;aFRR;POS_16_20;3,72;11,48;15,38;8,29;11,84;15,38;-80,00;;3,72;9,19;12,30;80,00;;;;;;;4668,00
21/07/2025;21/07/2025;aFRR;POS_20_24;6,62;18,56;22,70;14,70;18,81;22,70;-50,00;;6,62;16,81;22,46;50,00;;;;;;;4824,00
21/07/2025;21/07/2025;aFRR;NEG_00_04;0,41;1,02;1,33;0,58;1,04;1,33;-80,00;;0,41;0,91;1,08;80,00;;;;;;;3728,00
21/07/2025;21/07/2025;aFRR;NEG_04_08;0,58;1,40;1,78;0,91;1,46;1,78;-80,00;;0,58;1,08;1,29;80,00;;;;;;;3680,00
21/07/2025;21/07/2025;aFRR;NEG_08_12;5,00;16,98;19,67;5,00;17,33;19,67;13,00;;11,00;13,86;19,37;-13,00;;;;;;;4246,00
21/07/2025;21/07/2025;aFRR;NEG_12_16;5,00;33,59;39,32;5,00;33,62;39,32;42,00;;22,94;33,32;39,25;-42,00;;;;;;;4256,00
21/07/2025;21/07/2025;aFRR;NEG_16_20;5,00;8,71;10,11;5,00;8,80;10,11;-53,00;;5,96;8,10;10,05;53,00;;;;;;;3917,00
21/07/2025;21/07/2025;aFRR;NEG_20_24;0,30;0,75;1,00;0,30;0,75;1,00;-32,00;;0,31;0,77;1,00;32,00;;;;;;;3680,00
22/07/2025;22/07/2025;aFRR;POS_00_04;1,33;3,36;3,69;1,82;3,40;3,69;-30,00;;1,33;3,01;3,65;30,00;;;;;;;4518,00
22/07/2025;22/07/2025;aFRR;POS_04_08;3,05;6,60;7,16;3,85;6,63;7,14;80,00;;3,05;6,13;7,16;-80,00;;;;;;;4848,00
22/07/2025;22/07/2025;aFRR;POS_08_12;5,65;18,16;27,31;9,42;19,09;27,31;-80,00;;5,65;12,01;16,42;80,00;;;;;;;4243,00
22/07/2025;22/07/2025;aFRR;POS_12_16;3,60;9,59;17,90;6,59;9,88;17,90;-80,00;;3,60;7,85;10,05;80,00;;;;;;;4295,00
22/07/2025;22/07/2025;aFRR;POS_16_20;4,86;11,53;12,89;6,92;11,68;12,89;14,00;;4,86;10,04;12,71;-14,00;;;;;;;4189,00
22/07/2025;22/07/2025;aFRR;POS_20_24;7,17;17,59;19,88;10,22;17,65;19,18;80,00;;7,17;16,61;19,88;-80,00;;;;;;;4831,00
22/07/2025;22/07/2025;aFRR;NEG_00_04;0,40;0,94;1,20;0,40;0,94;1,20;-80,00;;0,43;0,91;1,10;80,00;;;;;;;3532,00
22/07/2025;22/07/2025;aFRR;NEG_04_08;0,49;1,35;1,60;0,67;1,39;1,60;-80,00;;0,49;1,09;1,43;80,00;;;;;;;3491,00
22/07/2025;22/07/2025;aFRR;NEG_08_12;6,07;16,91;22,80;7,38;17,12;22,80;-80,00;;6,07;15,71;22,60;80,00;;;;;;;3586,00
22/07/2025;22/07/2025;aFRR;NEG_12_16;11,96;45,60;62,69;14,75;47,19;62,69;-80,00;;11,96;35,97;51,02;80,00;;;;;;;3567,00
22/07/2025;22/07/2025;aFRR;NEG_16_20;3,24;10,59;15,24;3,79;11,02;15,24;-80,00;;3,24;8,12;10,30;80,00;;;;;;;3435,00
22/07/2025;22/07/2025;aFRR;NEG_20_24;0,28;0,78;0,92;0,30;0,78;0,92;-13,00;;0,28;0,79;0,92;13,00;;;;;;;3664,00
23/07/2025;23/07/2025;aFRR;POS_00_04;1,24;3,13;3,39;1,66;3,17;3,39;-1,00;;1,24;2,75;3,29;1,00;;;;;;;4647,00
23/07/2025;23/07/2025;aFRR;POS_04_08;2,43;5,92;6,40;3,21;6,00;6,40;-26,00;;2,43;5,27;6,32;26,00;;;;;;;4524,00
23/07/2025;23/07/2025;aFRR;POS_08_12;7,12;18,41;26,58;12,29;18,97;26,58;-80,00;;7,12;14,73;24,75;80,00;;;;;;;4084,00
23/07/2025;23/07/2025;aFRR;POS_12_16;3,43;10,74;17,05;7,48;11,16;17,05;-80,00;;3,43;7,90;10,79;80,00;;;;;;;4228,00
23/07/2025;23/07/2025;aFRR;POS_16_20;4,30;11,31;15,33;5,80;11,50;15,33;-80,00;;4,30;10,07;13,42;80,00;;;;;;;4283,00
23/07/2025;23/07/2025;aFRR;POS_20_24;6,40;16,40;17,86;8,63;16,63;17,86;66,00;;6,40;13,34;17,69;-66,00;;;;;;;4764,00
23/07/2025;23/07/2025;aFRR;NEG_00_04;0,37;1,30;3,03;0,45;1,36;3,03;-80,00;;0,37;0,94;1,12;80,00;;;;;;;3552,00
23/07/2025;23/07/2025;aFRR;NEG_04_08;0,54;1,63;3,57;0,60;1,71;3,57;-64,00;;0,54;1,19;1,50;64,00;;;;;;;3460,00
23/07/2025;23/07/2025;aFRR;NEG_08_12;6,83;17,92;21,00;8,55;18,16;21,00;-80,00;;6,83;16,50;20,15;80,00;;;;;;;3343,00
23/07/2025;23/07/2025;aFRR;NEG_12_16;16,13;48,66;67,00;23,51;51,09;67,00;-80,00;;16,13;33,99;45,40;80,00;;;;;;;3329,00
23/07/2025;23/07/2025;aFRR;NEG_16_20;4,54;11,09;16,24;5,72;11,62;16,24;-80,00;;4,54;8,00;9,55;80,00;;;;;;;3368,00
23/07/2025;23/07/2025;aFRR;NEG_20_24;0,32;0,74;0,90;0,35;0,75;0,90;-80,00;;0,32;0,74;0,89;80,00;;;;;;;3652,00
24/07/2025;24/07/2025;aFRR;POS_00_04;0,90;2,90;3,15;1,53;2,94;3,15;-46,00;;0,90;2,60;3,14;46,00;;;;;;;4445,00
24/07/2025;24/07/2025;aFRR;POS_04_08;2,16;6,21;9,36;2,88;6,40;9,36;-80,00;;2,16;5,02;6,50;80,00;;;;;;;4412,00
24/07/2025;24/07/2025;aFRR;POS_08_12;7,03;16,55;18,90;11,96;16,78;18,90;-15,00;;7,03;14,57;18,80;15,00;;;;;;;4260,00
24/07/2025;24/07/2025;aFRR;POS_12_16;4,33;10,67;13,14;7,67;10,77;13,14;-72,00;;4,33;10,02;13,14;72,00;;;;;;;4219,00
24/07/2025;24/07/2025;aFRR;POS_16_20;4,37;12,22;14,25;6,90;12,47;14,25;-80,00;;4,37;10,61;13,31;80,00;;;;;;;4393,00
24/07/2025;24/07/2025;aFRR;POS_20_24;6,31;17,50;25,00;8,04;17,89;25,00;-80,00;;6,31;15,09;19,33;80,00;;;;;;;4588,00
24/07/2025;24/07/2025;aFRR;NEG_00_04;0,41;1,26;1,73;0,80;1,30;1,73;-70,00;;0,41;1,02;1,69;70,00;;;;;;;3666,00
24/07/2025;24/07/2025;aFRR;NEG_04_08;0,55;1,62;1,95;1,09;1,67;1,95;-52,00;;0,55;1,31;1,90;52,00;;;;;;;3650,00
24/07/2025;24/07/2025;aFRR;NEG_08_12;6,83;14,31;15,66;6,83;14,34;15,65;18,00;;7,59;14,04;15,66;-18,00;;;;;;;3492,00
24/07/2025;24/07/2025;aFRR;NEG_12_16;18,43;32,52;38,49;18,43;32,55;38,47;-31,00;;20,95;32,30;38,49;31,00;;;;;;;3825,00
24/07/2025;24/07/2025;aFRR;NEG_16_20;4,70;8,63;9,96;5,28;8,76;9,96;-80,00;;4,70;7,87;9,13;80,00;;;;;;;3446,00
24/07/2025;24/07/2025;aFRR;NEG_20_24;0,29;0,71;0,87;0,29;0,72;0,87;-80,00;;0,30;0,68;0,83;80,00;;;;;;;4056,00
25/07/2025;25/07/2025;aFRR;POS_00_04;1,12;2,73;2,92;1,30;2,76;2,92;-25,00;;1,12;2,50;2,92;25,00;;;;;;;4161,00
25/07/2025;25/07/2025;aFRR;POS_04_08;2,28;6,25;6,68;3,86;6,35;6,68;12,00;;2,28;5,40;6,66;-12,00;;;;;;;4719,00
25/07/2025;25/07/2025;aFRR;POS_08_12;6,10;13,94;15,60;6,76;14,00;15,60;39,00;;6,10;13,18;15,51;-39,00;;;;;;;4706,00
25/07/2025;25/07/2025;aFRR;POS_12_16;4,25;9,46;10,30;5,06;9,51;9,97;80,00;;4,25;8,76;10,30;-80,00;;;;;;;4436,00
25/07/2025;25/07/2025;aFRR;POS_16_20;5,16;11,41;12,35;5,88;11,47;12,35;-5,00;;5,16;10,84;12,25;5,00;;;;;;;4681,00
25/07/2025;25/07/2025;aFRR;POS_20_24;5,94;17,29;19,09;10,31;17,42;19,09;-20,00;;5,94;16,27;18,97;20,00;;;;;;;4988,00
25/07/2025;25/07/2025;aFRR;NEG_00_04;0,46;1,10;1,34;0,56;1,10;1,34;39,00;;0,46;1,09;1,34;-39,00;;;;;;;3642,00
25/07/2025;25/07/2025;aFRR;NEG_04_08;0,62;1,36;1,60;0,63;1,36;1,60;19,00;;0,62;1,33;1,60;-19,00;;;;;;;3744,00
25/07/2025;25/07/2025;aFRR;NEG_08_12;4,05;11,74;13,10;5,09;11,76;13,10;20,00;;4,05;11,53;13,08;-20,00;;;;;;;3811,00
25/07/2025;25/07/2025;aFRR;NEG_12_16;10,58;29,74;33,00;10,58;29,94;33,00;-45,00;;11,60;28,37;33,00;45,00;;;;;;;3811,00
25/07/2025;25/07/2025;aFRR;NEG_16_20;2,52;7,26;8,22;2,99;7,25;8,22;-1,00;;2,52;7,35;8,18;1,00;;;;;;;3521,00
25/07/2025;25/07/2025;aFRR;NEG_20_24;0,26;0,74;0,90;0,30;0,74;0,90;-20,00;;0,26;0,72;0,90;20,00;;;;;;;3997,00
26/07/2025;26/07/2025;aFRR;POS_00_04;1,06;3,07;4,40;1,20;3,19;4,40;-80,00;;1,06;2,35;2,79;80,00;;;;;;;4012,00
26/07/2025;26/07/2025;aFRR;POS_04_08;2,48;5,87;6,46;2,76;5,94;6,46;-78,00;;2,48;5,42;6,45;78,00;;;;;;;4484,00
26/07/2025;26/07/2025;aFRR;POS_08_12;4,69;11,53;12,47;6,44;11,68;12,47;-15,00;;4,69;10,27;12,42;15,00;;;;;;;4487,00
26/07/2025;26/07/2025;aFRR;POS_12_16;3,03;7,43;8,36;4,11;7,51;8,36;4,00;;3,03;6,65;8,34;-4,00;;;;;;;4591,00
26/07/2025;26/07/2025;aFRR;POS_16_20;4,07;9,93;10,91;5,09;10,04;10,91;-38,00;;4,07;9,13;10,77;38,00;;;;;;;4533,00
26/07/2025;26/07/2025;aFRR;POS_20_24;6,12;15,81;19,43;7,87;15,94;19,43;-80,00;;6,12;15,02;18,83;80,00;;;;;;;4358,00
26/07/2025;26/07/2025;aFRR;NEG_00_04;0,39;1,06;1,32;0,50;1,06;1,32;-80,00;;0,39;1,05;1,26;80,00;;;;;;;3608,00
26/07/2025;26/07/2025;aFRR;NEG_04_08;0,42;1,34;1,62;0,60;1,35;1,62;-27,00;;0,42;1,30;1,61;27,00;;;;;;;3789,00
26/07/2025;26/07/2025;aFRR;NEG_08_12;3,99;13,17;16,00;4,91;13,46;16,00;-80,00;;3,99;11,37;13,53;80,00;;;;;;;3698,00
26/07/2025;26/07/2025;aFRR;NEG_12_16;10,68;34,86;41,86;12,38;35,86;41,86;-80,00;;10,68;28,87;35,99;80,00;;;;;;;3695,00
26/07/2025;26/07/2025;aFRR;NEG_16_20;2,70;7,76;9,64;3,08;7,88;9,64;-80,00;;2,70;7,06;8,03;80,00;;;;;;;3613,00
26/07/2025;26/07/2025;aFRR;NEG_20_24;0,31;0,74;0,85;0,34;0,75;0,85;-80,00;;0,31;0,66;0,78;80,00;;;;;;;4022,00
27/07/2025;27/07/2025;aFRR;POS_00_04;1,08;3,28;3,86;1,82;3,39;3,86;-80,00;;1,08;2,62;3,49;80,00;;;;;;;4498,00
27/07/2025;27/07/2025;aFRR;POS_04_08;2,28;5,53;5,85;2,66;5,60;5,85;-34,00;;2,28;4,99;5,85;34,00;;;;;;;4971,00
27/07/2025;27/07/2025;aFRR;POS_08_12;3,66;9,43;10,13;5,14;9,59;10,13;23,00;;3,66;7,91;9,97;-23,00;;;;;;;4126,00
27/07/2025;27/07/2025;aFRR;POS_12_16;2,38;6,26;6,64;3,45;6,35;6,64;-6,00;;2,38;5,53;6,62;6,00;;;;;;;4217,00
27/07/2025;27/07/2025;aFRR;POS_16_20;3,51;8,81;9,41;4,50;8,93;9,41;-32,00;;3,51;7,88;9,37;32,00;;;;;;;4480,00
27/07/2025;27/07/2025;aFRR;POS_20_24;5,84;14,79;16,92;8,02;14,95;16,84;16,00;;5,84;13,20;16,92;-16,00;;;;;;;5030,00
27/07/2025;27/07/2025;aFRR;NEG_00_04;0,41;1,10;1,57;0,56;1,10;1,57;-80,00;;0,41;1,07;1,29;80,00;;;;;;;3649,00
27/07/2025;27/07/2025;aFRR;NEG_04_08;0,53;1,44;1,96;0,69;1,45;1,96;-80,00;;0,53;1,39;1,71;80,00;;;;;;;3609,00
27/07/2025;27/07/2025;aFRR;NEG_08_12;5,51;14,59;16,98;6,80;14,92;16,98;-33,00;;5,51;12,18;16,91;33,00;;;;;;;3937,00
27/07/2025;27/07/2025;aFRR;NEG_12_16;15,70;41,84;53,00;15,70;42,91;53,00;-67,00;;17,70;35,01;50,39;67,00;;;;;;;3859,00
27/07/2025;27/07/2025;aFRR;NEG_16_20;3,23;9,22;12,40;4,10;9,54;12,40;-67,00;;3,23;7,30;8,83;67,00;;;;;;;3516,00
27/07/2025;27/07/2025;aFRR;NEG_20_24;0,30;0,71;0,83;0,36;0,72;0,83;-80,00;;0,30;0,65;0,80;80,00;;;;;;;3884,00
28/07/2025;28/07/2025;aFRR;POS_00_04;1,28;3,04;3,35;1,43;3,12;3,35;-80,00;;1,28;2,55;3,05;80,00;;;;;;;4675,00
28/07/2025;28/07/2025;aFRR;POS_04_08;2,12;5,57;6,48;2,75;5,66;6,48;-80,00;;2,12;5,06;6,28;80,00;;;;;;;4712,00
28/07/2025;28/07/2025;aFRR;POS_08_12;2,98;10,57;13,14;6,86;10,89;13,14;-80,00;;2,98;8,48;12,55;80,00;;;;;;;4478,00
28/07/2025;28/07/2025;aFRR;POS_12_16;2,02;7,98;9,95;4,60;8,36;9,95;-80,00;;2,02;5,58;8,15;80,00;;;;;;;3975,00
28/07/2025;28/07/2025;aFRR;POS_16_20;3,19;10,10;11,66;6,00;10,39;11,66;-80,00;;3,19;8,26;11,09;80,00;;;;;;;4263,00
28/07/2025;28/07/2025;aFRR;POS_20_24;5,60;16,57;18,83;8,74;16,99;18,83;-80,00;;5,60;13,99;17,93;80,00;;;;;;;4932,00
28/07/2025;28/07/2025;aFRR;NEG_00_04;0,44;1,09;1,45;0,50;1,10;1,45;-80,00;;0,44;1,08;1,42;80,00;;;;;;;3472,00
28/07/2025;28/07/2025;aFRR;NEG_04_08;0,58;1,32;1,67;0,61;1,33;1,61;-56,00;;0,58;1,31;1,67;56,00;;;;;;;3555,00
28/07/2025;28/07/2025;aFRR;NEG_08_12;6,00;11,48;12,49;6,00;11,53;12,49;22,00;;6,36;11,05;12,43;-22,00;;;;;;;4239,00
28/07/2025;28/07/2025;aFRR;NEG_12_16;15,70;31,47;34,80;15,70;31,66;34,80;-7,00;;19,10;29,99;34,77;7,00;;;;;;;3842,00
28/07/2025;28/07/2025;aFRR;NEG_16_20;3,62;7,76;8,50;3,62;7,84;8,50;-80,00;;4,05;7,28;8,08;80,00;;;;;;;3532,00
28/07/2025;28/07/2025;aFRR;NEG_20_24;0,28;0,71;0,86;0,32;0,71;0,85;-51,00;;0,28;0,72;0,86;51,00;;;;;;;3819,00
