DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;TOTAL_MIN_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MIN_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_IMPORT(-)_EXPORT(+)_[MW];GERMANY_ALLOCATED_VOLUME_[MW];AUSTRIA_MIN_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_IMPORT(-)_EXPORT(+)_[MW];AUSTRIA_ALLOCATED_VOLUME_[MW];CZECH_REPUBLIC_MIN_CAPACITY_PRICE_[(EUR/MW)/h];CZECH_REPUBLIC_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];CZECH_REPUBLIC_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];CZECH_REPUBLIC_IMPORT(-)_EXPORT(+)_[MW];CZECH_REPUBLIC_ALLOCATED_VOLUME_[MW];GERMANY_SUM_OF_OFFERED_CAPACITY_[MW]
01/01/2025;01/01/2025;aFRR;POS_00_04;1,11;2,48;3,16;1,76;2,50;3,16;2,00;;1,11;2,27;3,13;-2,00;;;;;;;4810,00
01/01/2025;01/01/2025;aFRR;POS_04_08;1,48;2,82;3,24;1,99;2,84;3,24;35,00;;1,48;2,63;3,23;-35,00;;;;;;;4778,00
01/01/2025;01/01/2025;aFRR;POS_08_12;2,53;4,95;5,59;3,16;4,99;5,59;-31,00;;2,53;4,67;5,58;31,00;;;;;;;4608,00
01/01/2025;01/01/2025;aFRR;POS_12_16;2,04;3,81;4,25;2,51;3,84;4,25;39,00;;2,04;3,46;4,24;-39,00;;;;;;;4644,00
01/01/2025;01/01/2025;aFRR;POS_16_20;4,25;8,54;9,93;5,75;8,59;9,93;11,00;;4,25;8,10;9,90;-11,00;;;;;;;5124,00
01/01/2025;01/01/2025;aFRR;POS_20_24;2,06;4,93;5,93;3,75;5,00;5,93;-80,00;;2,06;4,51;5,91;80,00;;;;;;;4970,00
01/01/2025;01/01/2025;aFRR;NEG_00_04;0,00;19,67;28,80;8,35;20,29;28,80;35,00;;0,00;13,74;27,90;-35,00;;;;;;;4141,00
01/01/2025;01/01/2025;aFRR;NEG_04_08;0,00;17,82;23,72;7,00;18,47;23,72;43,00;;0,00;10,98;22,00;-43,00;;;;;;;4115,00
01/01/2025;01/01/2025;aFRR;NEG_08_12;0,00;8,15;19,12;1,50;8,62;19,12;12,00;;0,00;3,80;16,90;-12,00;;;;;;;4297,00
01/01/2025;01/01/2025;aFRR;NEG_12_16;0,00;11,17;19,17;2,50;11,93;19,17;14,00;;0,00;4,13;17,90;-14,00;;;;;;;4238,00
01/01/2025;01/01/2025;aFRR;NEG_16_20;0,00;4,83;10,50;1,50;5,16;10,50;-2,00;;0,00;1,99;5,50;2,00;;;;;;;4426,00
01/01/2025;01/01/2025;aFRR;NEG_20_24;0,00;8,86;13,40;3,50;9,34;13,40;18,00;;0,00;4,38;13,00;-18,00;;;;;;;4124,00
02/01/2025;02/01/2025;aFRR;POS_00_04;1,14;2,49;2,88;1,86;2,52;2,88;79,00;;1,14;2,20;2,86;-79,00;;;;;;;4760,00
02/01/2025;02/01/2025;aFRR;POS_04_08;1,29;3,16;4,49;1,89;3,18;4,49;-69,00;;1,29;3,06;4,42;69,00;;;;;;;4154,00
02/01/2025;02/01/2025;aFRR;POS_08_12;2,25;6,37;8,97;4,46;6,63;8,97;-80,00;;2,25;4,71;6,19;80,00;;;;;;;4403,00
02/01/2025;02/01/2025;aFRR;POS_12_16;1,63;4,80;6,50;3,33;4,99;6,50;-80,00;;1,63;3,67;5,31;80,00;;;;;;;4233,00
02/01/2025;02/01/2025;aFRR;POS_16_20;3,64;12,66;22,67;6,97;13,50;22,67;-80,00;;3,64;7,67;12,20;80,00;;;;;;;4219,00
02/01/2025;02/01/2025;aFRR;POS_20_24;2,54;5,74;7,59;4,43;5,78;7,59;-80,00;;2,54;5,48;7,07;80,00;;;;;;;5126,00
02/01/2025;02/01/2025;aFRR;NEG_00_04;0,00;17,07;20,90;5,59;17,48;20,80;56,00;;0,00;12,58;20,90;-56,00;;;;;;;4196,00
02/01/2025;02/01/2025;aFRR;NEG_04_08;0,00;13,93;22,00;4,00;14,08;22,00;19,00;;0,00;12,47;22,00;-19,00;;;;;;;3509,00
02/01/2025;02/01/2025;aFRR;NEG_08_12;0,00;5,09;6,36;0,94;5,32;6,36;60,00;;0,00;2,43;5,75;-60,00;;;;;;;3914,00
02/01/2025;02/01/2025;aFRR;NEG_12_16;0,00;6,73;9,05;0,99;7,06;9,05;46,00;;0,00;3,18;8,60;-46,00;;;;;;;3987,00
02/01/2025;02/01/2025;aFRR;NEG_16_20;0,00;2,23;3,30;0,38;2,31;3,30;-17,00;;0,00;1,62;3,26;17,00;;;;;;;4035,00
02/01/2025;02/01/2025;aFRR;NEG_20_24;0,00;4,52;6,59;1,03;4,68;6,59;47,00;;0,00;2,82;5,68;-47,00;;;;;;;4308,00
03/01/2025;03/01/2025;aFRR;POS_00_04;1,24;2,70;3,11;2,00;2,73;3,11;31,00;;1,24;2,38;3,03;-31,00;;;;;;;4704,00
03/01/2025;03/01/2025;aFRR;POS_04_08;1,65;3,69;4,47;2,95;3,73;4,47;-75,00;;1,65;3,45;4,40;75,00;;;;;;;4008,00
03/01/2025;03/01/2025;aFRR;POS_08_12;3,24;6,60;7,91;4,40;6,74;7,91;-80,00;;3,24;5,73;7,57;80,00;;;;;;;4542,00
03/01/2025;03/01/2025;aFRR;POS_12_16;2,68;4,92;5,59;3,34;4,98;5,59;-67,00;;2,68;4,51;5,57;67,00;;;;;;;4339,00
03/01/2025;03/01/2025;aFRR;POS_16_20;5,61;13,70;16,17;9,90;14,06;16,17;-63,00;;5,61;11,42;16,09;63,00;;;;;;;4535,00
03/01/2025;03/01/2025;aFRR;POS_20_24;3,44;5,66;6,10;4,82;5,71;6,10;45,00;;3,44;5,11;6,10;-45,00;;;;;;;5202,00
03/01/2025;03/01/2025;aFRR;NEG_00_04;0,00;12,93;14,67;5,59;13,15;14,67;73,00;;0,00;10,21;14,63;-73,00;;;;;;;4120,00
03/01/2025;03/01/2025;aFRR;NEG_04_08;0,00;11,37;14,60;5,00;11,48;12,97;80,00;;0,00;9,90;14,60;-80,00;;;;;;;3713,00
03/01/2025;03/01/2025;aFRR;NEG_08_12;0,00;3,89;4,40;1,88;3,99;4,40;31,00;;0,00;2,91;4,30;-31,00;;;;;;;3741,00
03/01/2025;03/01/2025;aFRR;NEG_12_16;0,00;4,73;6,00;1,88;4,78;5,98;80,00;;0,00;4,09;6,00;-80,00;;;;;;;3856,00
03/01/2025;03/01/2025;aFRR;NEG_16_20;0,00;1,76;2,08;1,20;1,78;2,08;68,00;;0,00;1,51;2,06;-68,00;;;;;;;3857,00
03/01/2025;03/01/2025;aFRR;NEG_20_24;0,00;3,46;4,17;1,50;3,52;4,17;35,00;;0,00;2,89;4,10;-35,00;;;;;;;4102,00
04/01/2025;04/01/2025;aFRR;POS_00_04;1,43;2,58;2,79;2,00;2,61;2,79;35,00;;1,43;2,26;2,78;-35,00;;;;;;;4466,00
04/01/2025;04/01/2025;aFRR;POS_04_08;2,15;3,77;4,38;2,91;3,79;4,38;-60,00;;2,15;3,62;4,36;60,00;;;;;;;4475,00
04/01/2025;04/01/2025;aFRR;POS_08_12;3,23;6,65;7,42;4,00;6,77;7,42;-80,00;;3,23;5,83;7,08;80,00;;;;;;;5260,00
04/01/2025;04/01/2025;aFRR;POS_12_16;2,31;4,96;6,16;3,75;5,06;6,16;-80,00;;2,31;4,32;5,38;80,00;;;;;;;5279,00
04/01/2025;04/01/2025;aFRR;POS_16_20;5,81;16,97;23,92;10,00;17,89;23,92;-80,00;;5,81;11,55;14,92;80,00;;;;;;;4707,00
04/01/2025;04/01/2025;aFRR;POS_20_24;2,50;5,98;10,88;4,51;6,18;10,88;-80,00;;2,50;4,74;5,68;80,00;;;;;;;4672,00
04/01/2025;04/01/2025;aFRR;NEG_00_04;0,00;10,10;11,66;4,60;10,23;11,13;80,00;;0,00;8,36;11,66;-80,00;;;;;;;4311,00
04/01/2025;04/01/2025;aFRR;NEG_04_08;0,00;8,67;11,32;4,00;8,73;9,43;80,00;;0,00;7,95;11,32;-80,00;;;;;;;4449,00
04/01/2025;04/01/2025;aFRR;NEG_08_12;0,00;2,75;3,39;1,50;2,78;3,12;80,00;;0,00;2,37;3,39;-80,00;;;;;;;4723,00
04/01/2025;04/01/2025;aFRR;NEG_12_16;0,00;3,23;5,00;1,00;3,23;3,59;80,00;;0,00;3,22;5,00;-80,00;;;;;;;4420,00
04/01/2025;04/01/2025;aFRR;NEG_16_20;0,00;1,21;1,52;0,50;1,22;1,52;74,00;;0,00;1,11;1,52;-74,00;;;;;;;4706,00
04/01/2025;04/01/2025;aFRR;NEG_20_24;0,00;2,76;3,23;1,00;2,80;3,15;80,00;;0,00;2,21;3,23;-80,00;;;;;;;4278,00
05/01/2025;05/01/2025;aFRR;POS_00_04;1,23;2,94;8,80;1,95;3,01;8,80;-80,00;;1,23;2,54;4,40;80,00;;;;;;;4716,00
05/01/2025;05/01/2025;aFRR;POS_04_08;1,90;3,76;7,05;3,00;3,79;7,05;-80,00;;1,90;3,59;4,80;80,00;;;;;;;4727,00
05/01/2025;05/01/2025;aFRR;POS_08_12;3,30;5,94;6,71;5,25;6,01;6,71;-80,00;;3,30;5,48;6,58;80,00;;;;;;;5064,00
05/01/2025;05/01/2025;aFRR;POS_12_16;2,40;4,58;6,00;3,75;4,63;6,00;-80,00;;2,40;4,28;5,38;80,00;;;;;;;4926,00
05/01/2025;05/01/2025;aFRR;POS_16_20;7,56;12,78;15,57;9,91;12,91;15,57;4,00;;7,56;11,54;15,42;-4,00;;;;;;;5397,00
05/01/2025;05/01/2025;aFRR;POS_20_24;2,83;5,42;6,42;4,06;5,49;6,42;-73,00;;2,83;5,02;6,39;73,00;;;;;;;4922,00
05/01/2025;05/01/2025;aFRR;NEG_00_04;0,00;7,75;8,54;5,50;7,84;8,54;78,00;;0,00;6,63;8,50;-78,00;;;;;;;4409,00
05/01/2025;05/01/2025;aFRR;NEG_04_08;0,00;6,78;9,75;4,00;6,80;7,60;80,00;;0,00;6,54;9,75;-80,00;;;;;;;4440,00
05/01/2025;05/01/2025;aFRR;NEG_08_12;0,00;2,60;3,19;1,50;2,63;3,19;42,00;;0,00;2,24;3,18;-42,00;;;;;;;4435,00
05/01/2025;05/01/2025;aFRR;NEG_12_16;0,00;3,12;4,24;1,00;3,14;4,24;74,00;;0,00;2,90;4,20;-74,00;;;;;;;4113,00
05/01/2025;05/01/2025;aFRR;NEG_16_20;0,00;1,68;2,14;0,70;1,73;2,14;-14,00;;0,00;1,31;2,10;14,00;;;;;;;3976,00
05/01/2025;05/01/2025;aFRR;NEG_20_24;0,00;4,61;7,81;1,00;4,84;7,81;-33,00;;0,00;3,13;7,44;33,00;;;;;;;3917,00
06/01/2025;06/01/2025;aFRR;POS_00_04;1,23;2,94;3,57;2,06;3,02;3,57;-30,00;;1,23;2,32;3,50;30,00;;;;;;;4690,00
06/01/2025;06/01/2025;aFRR;POS_04_08;1,66;3,75;5,36;2,81;3,79;5,36;-80,00;;1,66;3,52;5,17;80,00;;;;;;;4012,00
06/01/2025;06/01/2025;aFRR;POS_08_12;2,60;5,39;5,85;3,61;5,45;5,85;-37,00;;2,60;4,90;5,83;37,00;;;;;;;4349,00
06/01/2025;06/01/2025;aFRR;POS_12_16;1,96;4,39;4,90;3,75;4,46;4,90;-74,00;;1,96;3,97;4,90;74,00;;;;;;;4479,00
06/01/2025;06/01/2025;aFRR;POS_16_20;4,57;10,62;11,50;9,54;10,76;11,50;24,00;;4,57;9,30;11,44;-24,00;;;;;;;4476,00
06/01/2025;06/01/2025;aFRR;POS_20_24;2,58;4,94;5,45;4,16;4,99;5,45;-47,00;;2,58;4,58;5,43;47,00;;;;;;;4676,00
06/01/2025;06/01/2025;aFRR;NEG_00_04;0,00;19,88;37,00;4,00;21,38;37,00;-45,00;;0,00;10,16;34,40;45,00;;;;;;;3740,00
06/01/2025;06/01/2025;aFRR;NEG_04_08;0,00;16,11;33,00;4,00;16,99;33,00;-45,00;;0,00;9,92;25,75;45,00;;;;;;;3634,00
06/01/2025;06/01/2025;aFRR;NEG_08_12;0,00;3,92;8,34;1,50;4,07;8,34;-48,00;;0,00;2,93;7,90;48,00;;;;;;;3854,00
06/01/2025;06/01/2025;aFRR;NEG_12_16;0,00;6,26;12,24;1,00;6,58;12,24;-45,00;;0,00;4,16;11,90;45,00;;;;;;;3711,00
06/01/2025;06/01/2025;aFRR;NEG_16_20;0,00;2,06;4,42;0,80;2,12;4,42;-73,00;;0,00;1,67;4,40;73,00;;;;;;;3823,00
06/01/2025;06/01/2025;aFRR;NEG_20_24;0,00;5,31;7,45;1,00;5,59;7,45;-16,00;;0,00;3,18;7,44;16,00;;;;;;;4093,00
07/01/2025;07/01/2025;aFRR;POS_00_04;1,64;2,72;3,30;2,00;2,75;3,01;80,00;;1,64;2,39;3,30;-80,00;;;;;;;4631,00
07/01/2025;07/01/2025;aFRR;POS_04_08;1,84;3,91;5,08;3,38;3,95;5,08;-44,00;;1,84;3,61;5,01;44,00;;;;;;;4004,00
07/01/2025;07/01/2025;aFRR;POS_08_12;2,44;5,91;10,52;4,75;6,05;10,52;-80,00;;2,44;5,00;9,68;80,00;;;;;;;3923,00
07/01/2025;07/01/2025;aFRR;POS_12_16;2,14;4,62;6,51;3,75;4,66;6,51;-80,00;;2,14;4,38;6,11;80,00;;;;;;;4053,00
07/01/2025;07/01/2025;aFRR;POS_16_20;4,09;11,20;16,07;8,65;11,60;16,07;-70,00;;4,09;8,61;15,84;70,00;;;;;;;4377,00
07/01/2025;07/01/2025;aFRR;POS_20_24;2,28;4,94;5,56;4,21;5,02;5,55;-53,00;;2,28;4,40;5,56;53,00;;;;;;;4335,00
07/01/2025;07/01/2025;aFRR;NEG_00_04;0,00;20,02;26,00;6,00;21,13;26,00;-34,00;;0,00;12,19;26,00;34,00;;;;;;;3909,00
07/01/2025;07/01/2025;aFRR;NEG_04_08;0,00;15,83;22,22;4,00;16,54;22,22;-36,00;;0,00;11,02;20,00;36,00;;;;;;;3625,00
07/01/2025;07/01/2025;aFRR;NEG_08_12;0,00;3,79;4,70;1,50;3,93;4,70;-19,00;;0,00;2,77;4,50;19,00;;;;;;;3511,00
07/01/2025;07/01/2025;aFRR;NEG_12_16;0,00;5,11;6,30;1,00;5,30;6,30;-54,00;;0,00;3,98;6,00;54,00;;;;;;;3684,00
07/01/2025;07/01/2025;aFRR;NEG_16_20;0,00;1,68;2,18;0,50;1,72;2,18;-30,00;;0,00;1,44;2,16;30,00;;;;;;;3875,00
07/01/2025;07/01/2025;aFRR;NEG_20_24;0,00;4,51;6,18;1,00;4,68;6,18;-44,00;;0,00;3,38;5,99;44,00;;;;;;;4321,00
08/01/2025;08/01/2025;aFRR;POS_00_04;1,14;2,50;2,80;2,00;2,53;2,70;80,00;;1,14;2,15;2,80;-80,00;;;;;;;4682,00
08/01/2025;08/01/2025;aFRR;POS_04_08;2,03;4,42;5,72;3,33;4,45;5,72;-80,00;;2,03;4,25;5,52;80,00;;;;;;;3801,00
08/01/2025;08/01/2025;aFRR;POS_08_12;2,79;7,58;8,77;4,88;7,66;8,77;29,00;;2,79;6,71;8,75;-29,00;;;;;;;4455,00
08/01/2025;08/01/2025;aFRR;POS_12_16;2,44;5,93;7,40;4,40;6,03;7,40;-71,00;;2,44;5,29;7,02;71,00;;;;;;;4367,00
08/01/2025;08/01/2025;aFRR;POS_16_20;6,08;18,08;22,86;9,19;18,78;22,86;-80,00;;6,08;13,66;18,86;80,00;;;;;;;4309,00
08/01/2025;08/01/2025;aFRR;POS_20_24;2,54;5,93;7,45;4,10;6,07;7,45;-80,00;;2,54;5,09;7,17;80,00;;;;;;;5051,00
08/01/2025;08/01/2025;aFRR;NEG_00_04;0,00;18,50;30,45;10,92;19,36;30,45;-80,00;;0,00;13,48;27,80;80,00;;;;;;;3779,00
08/01/2025;08/01/2025;aFRR;NEG_04_08;0,00;14,10;18,05;8,00;14,55;18,05;-40,00;;0,00;11,07;17,48;40,00;;;;;;;3559,00
08/01/2025;08/01/2025;aFRR;NEG_08_12;0,00;2,94;3,33;1,69;2,99;3,33;1,00;;0,00;2,53;3,33;-1,00;;;;;;;3670,00
08/01/2025;08/01/2025;aFRR;NEG_12_16;0,00;3,43;4,08;1,40;3,49;4,08;55,00;;0,00;2,78;4,05;-55,00;;;;;;;3712,00
08/01/2025;08/01/2025;aFRR;NEG_16_20;0,00;1,02;1,46;0,50;1,02;1,25;80,00;;0,00;1,03;1,46;-80,00;;;;;;;4187,00
08/01/2025;08/01/2025;aFRR;NEG_20_24;0,00;3,44;3,81;2,00;3,52;3,81;12,00;;0,00;2,79;3,73;-12,00;;;;;;;4222,00
09/01/2025;09/01/2025;aFRR;POS_00_04;1,17;2,84;6,16;2,00;2,89;6,16;-80,00;;1,17;2,55;4,40;80,00;;;;;;;4581,00
09/01/2025;09/01/2025;aFRR;POS_04_08;2,46;45,19;304,39;4,30;51,57;304,39;-80,00;;2,46;4,66;5,69;80,00;;;;;;;3670,00
09/01/2025;09/01/2025;aFRR;POS_08_12;3,38;18,07;33,96;6,00;19,37;33,96;-80,00;;3,38;9,77;24,06;80,00;;;;;;;4247,00
09/01/2025;09/01/2025;aFRR;POS_12_16;3,66;8,40;17,34;4,88;8,76;17,34;-80,00;;3,66;6,11;8,19;80,00;;;;;;;4059,00
09/01/2025;09/01/2025;aFRR;POS_16_20;8,19;15,62;19,83;13,04;15,57;19,83;-22,00;;8,19;16,03;19,78;22,00;;;;;;;4481,00
09/01/2025;09/01/2025;aFRR;POS_20_24;3,22;5,49;6,21;4,76;5,54;6,21;-70,00;;3,22;5,16;6,20;70,00;;;;;;;4839,00
09/01/2025;09/01/2025;aFRR;NEG_00_04;0,00;13,47;15,40;8,00;13,67;15,40;7,00;;0,00;11,87;15,30;-7,00;;;;;;;4493,00
09/01/2025;09/01/2025;aFRR;NEG_04_08;0,00;8,72;10,98;4,00;8,71;10,83;80,00;;0,00;8,87;10,98;-80,00;;;;;;;4045,00
09/01/2025;09/01/2025;aFRR;NEG_08_12;0,00;1,91;2,37;1,00;1,91;2,21;80,00;;0,00;1,87;2,37;-80,00;;;;;;;4281,00
09/01/2025;09/01/2025;aFRR;NEG_12_16;0,00;2,15;2,79;1,00;2,15;2,79;75,00;;0,00;2,21;2,79;-75,00;;;;;;;3882,00
09/01/2025;09/01/2025;aFRR;NEG_16_20;0,00;0,80;1,03;0,32;0,80;1,00;80,00;;0,00;0,79;1,03;-80,00;;;;;;;4150,00
09/01/2025;09/01/2025;aFRR;NEG_20_24;0,00;2,73;3,47;1,00;2,78;3,47;-42,00;;0,00;2,42;3,47;42,00;;;;;;;4122,00
10/01/2025;10/01/2025;aFRR;POS_00_04;1,28;3,04;3,57;2,22;3,06;3,57;78,00;;1,28;2,70;3,56;-78,00;;;;;;;5104,00
10/01/2025;10/01/2025;aFRR;POS_04_08;2,76;23,66;37,46;5,44;25,64;37,46;-74,00;;2,76;11,73;37,16;74,00;;;;;;;4395,00
10/01/2025;10/01/2025;aFRR;POS_08_12;6,21;14,51;17,88;7,75;14,84;17,88;15,00;;6,21;11,30;17,02;-15,00;;;;;;;4695,00
10/01/2025;10/01/2025;aFRR;POS_12_16;4,15;7,29;9,10;5,25;7,36;9,10;-80,00;;4,15;6,87;8,64;80,00;;;;;;;4670,00
10/01/2025;10/01/2025;aFRR;POS_16_20;6,31;17,18;22,36;7,44;17,74;22,36;-80,00;;6,31;13,79;19,47;80,00;;;;;;;4619,00
10/01/2025;10/01/2025;aFRR;POS_20_24;2,33;5,61;6,80;2,33;5,76;6,80;-80,00;;2,40;4,68;6,35;80,00;;;;;;;4982,00
10/01/2025;10/01/2025;aFRR;NEG_00_04;0,00;13,24;19,70;7,00;13,30;19,70;-21,00;;0,00;12,85;18,00;21,00;;;;;;;3706,00
10/01/2025;10/01/2025;aFRR;NEG_04_08;0,00;8,31;12,05;4,00;8,29;12,05;-35,00;;0,00;8,40;12,00;35,00;;;;;;;3619,00
10/01/2025;10/01/2025;aFRR;NEG_08_12;0,00;1,75;1,95;1,00;1,78;1,95;61,00;;0,00;1,46;1,95;-61,00;;;;;;;3885,00
10/01/2025;10/01/2025;aFRR;NEG_12_16;0,00;1,97;2,43;1,00;1,98;2,43;-13,00;;0,00;1,87;2,43;13,00;;;;;;;3923,00
10/01/2025;10/01/2025;aFRR;NEG_16_20;0,00;0,64;0,90;0,30;0,65;0,90;-54,00;;0,00;0,60;0,89;54,00;;;;;;;4172,00
10/01/2025;10/01/2025;aFRR;NEG_20_24;0,00;2,40;2,84;1,00;2,43;2,84;-18,00;;0,00;2,12;2,84;18,00;;;;;;;4636,00
11/01/2025;11/01/2025;aFRR;POS_00_04;0,98;2,66;3,12;0,98;2,66;3,12;-15,00;;1,48;2,64;3,12;15,00;;;;;;;4661,00
11/01/2025;11/01/2025;aFRR;POS_04_08;4,00;11,61;16,38;4,00;11,49;15,41;80,00;;5,00;13,22;16,38;-80,00;;;;;;;5244,00
11/01/2025;11/01/2025;aFRR;POS_08_12;4,92;8,69;11,77;4,92;8,61;10,72;80,00;;6,66;9,85;11,77;-80,00;;;;;;;5322,00
11/01/2025;11/01/2025;aFRR;POS_12_16;2,50;5,66;6,52;2,50;5,65;6,52;75,00;;3,57;5,73;6,48;-75,00;;;;;;;5421,00
11/01/2025;11/01/2025;aFRR;POS_16_20;6,15;13,66;15,56;6,15;13,68;15,38;80,00;;9,44;13,38;15,56;-80,00;;;;;;;5400,00
11/01/2025;11/01/2025;aFRR;POS_20_24;1,87;4,96;5,46;1,87;5,03;5,46;-21,00;;2,86;4,41;5,43;21,00;;;;;;;5321,00
11/01/2025;11/01/2025;aFRR;NEG_00_04;0,00;10,15;12,24;4,43;10,16;12,24;59,00;;0,00;10,04;12,06;-59,00;;;;;;;4724,00
11/01/2025;11/01/2025;aFRR;NEG_04_08;0,00;7,21;8,95;2,71;7,19;8,95;28,00;;0,00;7,32;8,90;-28,00;;;;;;;4179,00
11/01/2025;11/01/2025;aFRR;NEG_08_12;0,00;1,67;2,69;0,54;1,70;2,69;-73,00;;0,00;1,49;2,69;73,00;;;;;;;4413,00
11/01/2025;11/01/2025;aFRR;NEG_12_16;0,00;1,78;3,03;0,45;1,76;3,03;-69,00;;0,00;1,89;3,01;69,00;;;;;;;4229,00
11/01/2025;11/01/2025;aFRR;NEG_16_20;0,00;0,70;0,98;0,29;0,71;0,98;-24,00;;0,00;0,65;0,98;24,00;;;;;;;4856,00
11/01/2025;11/01/2025;aFRR;NEG_20_24;0,00;2,16;2,92;1,00;2,18;2,92;-57,00;;0,00;2,03;2,90;57,00;;;;;;;4409,00
12/01/2025;12/01/2025;aFRR;POS_00_04;1,17;2,42;2,70;1,29;2,45;2,70;35,00;;1,17;2,19;2,70;-35,00;;;;;;;4476,00
12/01/2025;12/01/2025;aFRR;POS_04_08;2,50;8,07;11,20;2,50;8,01;9,05;80,00;;5,18;8,83;11,20;-80,00;;;;;;;5003,00
12/01/2025;12/01/2025;aFRR;POS_08_12;3,25;6,22;8,01;3,25;6,19;7,44;80,00;;3,91;6,69;8,01;-80,00;;;;;;;5338,00
12/01/2025;12/01/2025;aFRR;POS_12_16;2,11;4,75;5,35;2,33;4,77;5,35;2,00;;2,11;4,55;5,35;-2,00;;;;;;;5162,00
12/01/2025;12/01/2025;aFRR;POS_16_20;5,49;13,04;15,54;5,50;13,27;15,54;-63,00;;5,49;11,50;15,44;63,00;;;;;;;5323,00
12/01/2025;12/01/2025;aFRR;POS_20_24;2,17;4,63;6,11;2,25;4,69;6,11;-80,00;;2,17;4,25;5,38;80,00;;;;;;;5162,00
12/01/2025;12/01/2025;aFRR;NEG_00_04;0,00;8,72;9,62;3,98;8,85;9,62;73,00;;0,00;7,24;9,58;-73,00;;;;;;;4399,00
12/01/2025;12/01/2025;aFRR;NEG_04_08;0,00;6,44;7,59;2,91;6,50;7,59;62,00;;0,00;5,80;7,59;-62,00;;;;;;;4124,00
12/01/2025;12/01/2025;aFRR;NEG_08_12;0,00;1,77;2,50;0,87;1,81;2,50;-16,00;;0,00;1,49;2,50;16,00;;;;;;;4288,00
12/01/2025;12/01/2025;aFRR;NEG_12_16;0,00;2,02;2,53;0,83;2,05;2,53;-23,00;;0,00;1,81;2,52;23,00;;;;;;;4241,00
12/01/2025;12/01/2025;aFRR;NEG_16_20;0,00;0,65;0,95;0,22;0,65;0,95;-3,00;;0,00;0,63;0,91;3,00;;;;;;;4824,00
12/01/2025;12/01/2025;aFRR;NEG_20_24;0,00;1,89;2,40;0,51;1,89;2,40;0,00;;0,00;1,85;2,40;0,00;;;;;;;4250,00
13/01/2025;13/01/2025;aFRR;POS_00_04;1,16;2,57;3,74;1,29;2,53;3,50;-74,00;;1,16;2,82;3,74;74,00;;;;;;;4574,00
13/01/2025;13/01/2025;aFRR;POS_04_08;3,78;10,01;17,23;4,66;10,29;17,23;-80,00;;3,78;8,16;12,04;80,00;;;;;;;3899,00
13/01/2025;13/01/2025;aFRR;POS_08_12;2,32;16,90;63,62;3,83;18,23;63,62;-80,00;;2,32;8,31;17,93;80,00;;;;;;;3763,00
13/01/2025;13/01/2025;aFRR;POS_12_16;2,20;5,76;7,18;2,33;5,96;7,18;-80,00;;2,20;4,55;7,15;80,00;;;;;;;4104,00
13/01/2025;13/01/2025;aFRR;POS_16_20;5,50;15,59;18,49;5,50;15,87;18,49;-80,00;;5,97;13,82;17,80;80,00;;;;;;;4102,00
13/01/2025;13/01/2025;aFRR;POS_20_24;2,09;5,43;7,42;2,25;5,51;7,42;-80,00;;2,09;4,94;6,43;80,00;;;;;;;4342,00
13/01/2025;13/01/2025;aFRR;NEG_00_04;0,00;7,04;9,23;2,14;7,07;9,23;66,00;;0,00;6,71;9,21;-66,00;;;;;;;3874,00
13/01/2025;13/01/2025;aFRR;NEG_04_08;0,00;5,22;6,90;2,01;5,25;6,26;80,00;;0,00;4,90;6,90;-80,00;;;;;;;3437,00
13/01/2025;13/01/2025;aFRR;NEG_08_12;0,00;1,59;1,85;0,61;1,61;1,85;6,00;;0,00;1,45;1,83;-6,00;;;;;;;3868,00
13/01/2025;13/01/2025;aFRR;NEG_12_16;0,00;1,67;2,08;0,83;1,68;2,08;48,00;;0,00;1,63;2,08;-48,00;;;;;;;3352,00
13/01/2025;13/01/2025;aFRR;NEG_16_20;0,00;0,57;0,84;0,32;0,57;0,84;-51,00;;0,00;0,58;0,83;51,00;;;;;;;3785,00
13/01/2025;13/01/2025;aFRR;NEG_20_24;0,00;1,77;2,21;0,51;1,78;2,21;58,00;;0,00;1,58;2,20;-58,00;;;;;;;3798,00
14/01/2025;14/01/2025;aFRR;POS_00_04;1,24;2,51;3,14;1,44;2,50;3,14;8,00;;1,24;2,57;3,14;-8,00;;;;;;;4039,00
14/01/2025;14/01/2025;aFRR;POS_04_08;4,78;10,28;13,04;6,61;10,36;13,04;-80,00;;4,78;9,76;12,45;80,00;;;;;;;3692,00
14/01/2025;14/01/2025;aFRR;POS_08_12;6,52;16,31;20,25;7,85;16,43;20,25;-52,00;;6,52;15,41;20,09;52,00;;;;;;;4042,00
