DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;TOTAL_MIN_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MIN_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_IMPORT(-)_EXPORT(+)_[MW];AUSTRIA_MIN_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_IMPORT(-)_EXPORT(+)_[MW];GERMANY_SUM_OF_OFFERED_CAPACITY_[MW]
01/04/2022;01/04/2022;aFRR;NEG_12_16;5,30;10,63;12,82;7,20;10,70;12,82;47,00;5,30;9,65;12,74;-47,00;4301,00
01/04/2022;01/04/2022;aFRR;NEG_16_20;0,98;2,22;2,89;1,40;2,25;2,89;22,00;0,98;1,84;2,80;-22,00;3831,00
01/04/2022;01/04/2022;aFRR;NEG_20_24;0,40;1,59;3,00;0,65;1,61;2,98;13,00;0,40;1,38;3,00;-13,00;3936,00
02/04/2022;02/04/2022;aFRR;POS_00_04;0,70;1,41;1,90;0,79;1,42;1,86;80,00;0,70;1,28;1,90;-80,00;4380,00
02/04/2022;02/04/2022;aFRR;POS_04_08;3,47;6,14;6,99;3,70;6,17;6,99;6,00;3,47;5,84;6,94;-6,00;4558,00
02/04/2022;02/04/2022;aFRR;POS_08_12;4,09;9,15;10,33;4,09;9,22;10,33;-15,00;5,07;8,49;10,23;15,00;4305,00
02/04/2022;02/04/2022;aFRR;POS_12_16;0,86;1,89;2,28;0,86;1,89;2,28;57,00;1,23;1,90;2,20;-57,00;4103,00
02/04/2022;02/04/2022;aFRR;POS_16_20;4,79;11,75;16,00;8,36;12,16;16,00;-80,00;4,79;8,77;10,81;80,00;4702,00
02/04/2022;02/04/2022;aFRR;POS_20_24;2,70;10,50;30,92;2,91;11,19;30,92;-80,00;2,70;5,61;6,98;80,00;4192,00
02/04/2022;02/04/2022;aFRR;NEG_00_04;1,91;7,89;12,00;3,31;8,03;11,22;80,00;1,91;5,51;12,00;-80,00;4088,00
02/04/2022;02/04/2022;aFRR;NEG_04_08;1,30;4,05;6,63;1,95;4,05;6,63;76,00;1,30;3,94;6,50;-76,00;4069,00
02/04/2022;02/04/2022;aFRR;NEG_08_12;1,56;4,00;6,19;2,00;4,07;6,19;51,00;1,56;3,04;5,00;-51,00;3824,00
02/04/2022;02/04/2022;aFRR;NEG_12_16;5,16;19,12;35,78;7,00;19,62;35,78;38,00;5,16;12,67;35,00;-38,00;4007,00
02/04/2022;02/04/2022;aFRR;NEG_16_20;1,11;2,59;3,85;1,50;2,60;3,85;53,00;1,11;2,44;3,75;-53,00;3893,00
02/04/2022;02/04/2022;aFRR;NEG_20_24;0,63;1,51;2,25;0,85;1,51;1,80;80,00;0,63;1,52;2,25;-80,00;4283,00
03/04/2022;03/04/2022;aFRR;POS_00_04;0,63;1,64;2,44;0,91;1,66;2,44;64,00;0,63;1,26;2,00;-64,00;3948,00
03/04/2022;03/04/2022;aFRR;POS_04_08;2,32;5,16;5,80;4,00;5,22;5,78;-27,00;2,32;4,59;5,80;27,00;4211,00
03/04/2022;03/04/2022;aFRR;POS_08_12;3,87;7,65;8,47;5,00;7,72;8,47;-29,00;3,87;7,02;8,45;29,00;4043,00
03/04/2022;03/04/2022;aFRR;POS_12_16;0,56;1,47;2,00;1,00;1,47;1,75;80,00;0,56;1,50;2,00;-80,00;4081,00
03/04/2022;03/04/2022;aFRR;POS_16_20;5,89;15,38;39,45;7,50;15,91;39,45;-80,00;5,89;11,50;16,78;80,00;4007,00
03/04/2022;03/04/2022;aFRR;POS_20_24;3,12;10,52;19,39;3,50;10,53;19,39;-73,00;3,12;10,44;19,37;73,00;4334,00
03/04/2022;03/04/2022;aFRR;NEG_00_04;2,00;5,22;7,87;2,00;5,20;6,17;80,00;2,66;5,54;7,87;-80,00;4620,00
03/04/2022;03/04/2022;aFRR;NEG_04_08;1,00;2,77;5,10;1,00;2,71;3,50;80,00;2,10;3,72;5,10;-80,00;4473,00
03/04/2022;03/04/2022;aFRR;NEG_08_12;1,79;7,14;13,91;1,79;7,45;13,91;-4,00;2,00;4,03;13,00;4,00;3943,00
03/04/2022;03/04/2022;aFRR;NEG_12_16;8,00;33,62;51,00;8,00;34,85;51,00;18,00;9,00;19,64;47,80;-18,00;3926,00
03/04/2022;03/04/2022;aFRR;NEG_16_20;1,00;3,90;7,32;1,00;3,98;7,32;21,00;1,32;2,95;6,00;-21,00;4114,00
03/04/2022;03/04/2022;aFRR;NEG_20_24;0,50;1,42;1,93;0,50;1,43;1,93;29,00;0,70;1,35;1,90;-29,00;4096,00
04/04/2022;04/04/2022;aFRR;POS_00_04;0,75;1,61;2,50;1,00;1,62;2,50;53,00;0,75;1,43;2,00;-53,00;4263,00
04/04/2022;04/04/2022;aFRR;POS_04_08;2,15;6,06;9,88;3,50;6,11;9,88;-80,00;2,15;5,65;8,99;80,00;4203,00
04/04/2022;04/04/2022;aFRR;POS_08_12;2,59;8,91;13,63;5,70;8,88;13,63;-80,00;2,59;9,18;12,34;80,00;4748,00
04/04/2022;04/04/2022;aFRR;POS_12_16;0,50;2,09;5,53;0,50;2,09;5,53;-35,00;0,55;2,08;5,45;35,00;4115,00
04/04/2022;04/04/2022;aFRR;POS_16_20;3,96;17,55;29,84;7,00;17,56;29,84;-59,00;3,96;17,45;29,67;59,00;4880,00
04/04/2022;04/04/2022;aFRR;POS_20_24;3,52;9,50;13,25;4,00;9,66;13,25;26,00;3,52;7,58;12,45;-26,00;4684,00
04/04/2022;04/04/2022;aFRR;NEG_00_04;2,50;5,74;24,45;2,50;5,60;9,17;80,00;3,03;8,10;24,45;-80,00;4087,00
04/04/2022;04/04/2022;aFRR;NEG_04_08;1,00;2,85;14,00;1,00;2,73;4,34;80,00;1,90;4,81;14,00;-80,00;4119,00
04/04/2022;04/04/2022;aFRR;NEG_08_12;1,70;14,53;27,82;2,00;15,61;27,82;-80,00;1,70;7,06;12,73;80,00;3722,00
04/04/2022;04/04/2022;aFRR;NEG_12_16;4,65;50,50;77,46;7,50;53,37;77,46;-80,00;4,65;30,45;46,29;80,00;3937,00
04/04/2022;04/04/2022;aFRR;NEG_16_20;1,20;9,02;15,70;1,20;9,44;15,70;-80,00;1,20;6,13;14,34;80,00;3851,00
04/04/2022;04/04/2022;aFRR;NEG_20_24;0,70;5,24;11,20;0,90;5,37;11,20;4,00;0,70;3,89;11,00;-4,00;3844,00
05/04/2022;05/04/2022;aFRR;POS_00_04;0,50;1,47;2,26;0,50;1,47;1,91;80,00;0,74;1,51;2,26;-80,00;4098,00
05/04/2022;05/04/2022;aFRR;POS_04_08;2,00;7,01;8,72;2,00;7,07;8,72;-37,00;3,08;6,55;8,66;37,00;4313,00
05/04/2022;05/04/2022;aFRR;POS_08_12;5,14;12,00;16,56;6,00;12,25;16,56;-80,00;5,14;10,17;13,37;80,00;4452,00
05/04/2022;05/04/2022;aFRR;POS_12_16;0,86;3,58;5,00;1,72;3,64;5,00;-9,00;0,86;3,04;4,99;9,00;4684,00
05/04/2022;05/04/2022;aFRR;POS_16_20;7,00;29,58;49,73;12,00;30,79;49,73;-80,00;7,00;20,91;28,44;80,00;4036,00
05/04/2022;05/04/2022;aFRR;POS_20_24;4,30;19,78;40,42;6,00;21,51;40,42;-80,00;4,30;7,62;9,87;80,00;4167,00
05/04/2022;05/04/2022;aFRR;NEG_00_04;3,03;17,83;34,15;4,00;18,04;34,15;41,00;3,03;15,28;33,11;-41,00;4025,00
05/04/2022;05/04/2022;aFRR;NEG_04_08;1,29;7,83;14,71;2,30;7,89;14,71;61,00;1,29;6,84;14,44;-61,00;3715,00
05/04/2022;05/04/2022;aFRR;NEG_08_12;2,39;9,51;13,04;2,44;9,67;13,04;50,00;2,39;7,33;11,88;-50,00;4004,00
05/04/2022;05/04/2022;aFRR;NEG_12_16;4,65;25,95;36,00;9,29;26,09;36,00;60,00;4,65;23,84;34,11;-60,00;4052,00
05/04/2022;05/04/2022;aFRR;NEG_16_20;1,00;4,69;6,20;1,00;4,74;6,20;67,00;1,95;3,82;6,17;-67,00;4267,00
05/04/2022;05/04/2022;aFRR;NEG_20_24;1,10;2,82;4,88;1,10;2,84;4,54;80,00;1,10;2,65;4,88;-80,00;4159,00
06/04/2022;06/04/2022;aFRR;POS_00_04;0,72;1,51;2,09;0,75;1,51;2,09;46,00;0,72;1,49;2,06;-46,00;3951,00
06/04/2022;06/04/2022;aFRR;POS_04_08;3,99;6,66;8,50;4,90;6,66;8,50;-43,00;3,99;6,59;8,49;43,00;4295,00
06/04/2022;06/04/2022;aFRR;POS_08_12;6,99;12,68;18,50;8,40;12,83;18,50;-80,00;6,99;11,58;15,36;80,00;4010,00
06/04/2022;06/04/2022;aFRR;POS_12_16;1,05;3,21;4,24;1,88;3,24;4,24;47,00;1,05;2,89;4,10;-47,00;4019,00
06/04/2022;06/04/2022;aFRR;POS_16_20;11,95;26,24;33,00;15,66;26,60;33,00;-13,00;11,95;22,76;32,98;13,00;4349,00
06/04/2022;06/04/2022;aFRR;POS_20_24;4,99;17,94;25,80;6,48;18,48;25,80;-17,00;4,99;12,94;25,49;17,00;4465,00
06/04/2022;06/04/2022;aFRR;NEG_00_04;4,41;13,18;21,90;4,41;13,02;18,75;80,00;8,98;15,88;21,90;-80,00;4014,00
06/04/2022;06/04/2022;aFRR;NEG_04_08;2,50;7,17;11,83;2,50;7,15;9,33;80,00;3,40;7,43;11,83;-80,00;3973,00
06/04/2022;06/04/2022;aFRR;NEG_08_12;3,72;9,39;13,13;4,20;9,59;13,13;-80,00;3,72;8,09;12,50;80,00;3430,00
06/04/2022;06/04/2022;aFRR;NEG_12_16;9,80;44,74;60,97;15,00;46,51;60,97;-45,00;9,80;30,74;60,89;45,00;3533,00
06/04/2022;06/04/2022;aFRR;NEG_16_20;1,83;7,30;10,18;2,00;7,63;10,18;-27,00;1,83;4,41;10,00;27,00;3710,00
06/04/2022;06/04/2022;aFRR;NEG_20_24;1,03;4,95;7,67;2,00;5,10;7,67;5,00;1,03;3,36;7,50;-5,00;3892,00
07/04/2022;07/04/2022;aFRR;POS_00_04;0,70;1,49;2,37;0,70;1,49;1,95;80,00;0,76;1,52;2,37;-80,00;4151,00
07/04/2022;07/04/2022;aFRR;POS_04_08;2,93;6,23;8,05;4,50;6,24;8,05;23,00;2,93;6,13;8,01;-23,00;4013,00
07/04/2022;07/04/2022;aFRR;POS_08_12;6,18;11,82;14,77;8,00;11,83;14,77;-39,00;6,18;11,74;14,67;39,00;4321,00
07/04/2022;07/04/2022;aFRR;POS_12_16;1,36;3,02;3,78;2,00;3,04;3,78;80,00;1,36;2,68;3,71;-80,00;4272,00
07/04/2022;07/04/2022;aFRR;POS_16_20;11,10;21,56;25,89;15,53;21,74;25,89;-80,00;11,10;20,28;25,30;80,00;4777,00
07/04/2022;07/04/2022;aFRR;POS_20_24;5,05;14,64;20,17;7,80;14,91;20,17;-80,00;5,05;12,72;18,80;80,00;4124,00
07/04/2022;07/04/2022;aFRR;NEG_00_04;4,68;26,01;52,16;7,00;26,85;52,16;13,00;4,68;17,36;46,95;-13,00;3812,00
07/04/2022;07/04/2022;aFRR;NEG_04_08;2,33;11,97;25,01;2,33;12,16;25,01;31,00;3,07;9,74;25,00;-31,00;3865,00
07/04/2022;07/04/2022;aFRR;NEG_08_12;4,48;11,02;17,90;5,00;11,20;17,90;11,00;4,48;9,08;17,00;-11,00;3642,00
07/04/2022;07/04/2022;aFRR;NEG_12_16;19,50;35,78;44,16;19,50;36,09;44,16;28,00;20,53;32,08;43,07;-28,00;3970,00
07/04/2022;07/04/2022;aFRR;NEG_16_20;2,40;6,77;8,56;4,80;6,91;8,56;15,00;2,40;5,24;8,50;-15,00;3996,00
07/04/2022;07/04/2022;aFRR;NEG_20_24;1,77;5,88;9,85;3,10;6,05;9,85;14,00;1,77;4,14;9,00;-14,00;3754,00
08/04/2022;08/04/2022;aFRR;POS_00_04;0,85;1,46;1,73;0,85;1,46;1,73;0,00;;;;;4039,00
08/04/2022;08/04/2022;aFRR;POS_04_08;4,51;7,02;7,89;4,51;7,02;7,89;0,00;;;;;3946,00
08/04/2022;08/04/2022;aFRR;POS_08_12;6,72;12,46;15,56;6,72;12,46;15,56;0,00;;;;;4378,00
08/04/2022;08/04/2022;aFRR;POS_12_16;1,59;3,76;5,56;1,59;3,76;5,56;0,00;;;;;4003,00
08/04/2022;08/04/2022;aFRR;POS_16_20;9,06;28,83;37,14;9,06;28,83;37,14;0,00;;;;;4728,00
08/04/2022;08/04/2022;aFRR;POS_20_24;7,06;22,28;31,06;7,06;22,28;31,06;0,00;;;;;4629,00
08/04/2022;08/04/2022;aFRR;NEG_00_04;17,00;32,74;49,00;17,00;32,74;49,00;0,00;;;;;3765,00
08/04/2022;08/04/2022;aFRR;NEG_04_08;2,33;13,06;18,70;2,33;13,06;18,70;0,00;;;;;3790,00
08/04/2022;08/04/2022;aFRR;NEG_08_12;3,16;9,26;11,28;3,16;9,26;11,28;0,00;;;;;3725,00
08/04/2022;08/04/2022;aFRR;NEG_12_16;15,46;23,24;28,89;15,46;23,24;28,89;0,00;;;;;3664,00
08/04/2022;08/04/2022;aFRR;NEG_16_20;2,40;4,47;5,22;2,40;4,47;5,22;0,00;;;;;3880,00
08/04/2022;08/04/2022;aFRR;NEG_20_24;1,41;3,71;4,31;1,41;3,71;4,31;0,00;;;;;4077,00
09/04/2022;09/04/2022;aFRR;POS_00_04;0,75;2,57;7,52;0,75;2,42;7,52;-47,00;0,76;3,71;7,43;47,00;4266,00
09/04/2022;09/04/2022;aFRR;POS_04_08;3,83;5,83;6,96;5,00;5,86;6,95;2,00;3,83;5,49;6,96;-2,00;4372,00
09/04/2022;09/04/2022;aFRR;POS_08_12;6,33;10,37;12,48;7,00;10,43;12,47;19,00;6,33;9,69;12,48;-19,00;4324,00
09/04/2022;09/04/2022;aFRR;POS_12_16;1,50;2,98;4,07;1,50;2,98;4,07;47,00;1,75;2,91;3,99;-47,00;4343,00
09/04/2022;09/04/2022;aFRR;POS_16_20;12,00;22,59;33,89;12,80;22,71;33,89;-64,00;12,00;21,68;33,53;64,00;4374,00
09/04/2022;09/04/2022;aFRR;POS_20_24;7,20;16,82;22,92;7,80;17,14;22,92;35,00;7,20;12,84;21,48;-35,00;4569,00
09/04/2022;09/04/2022;aFRR;NEG_00_04;8,00;16,79;33,00;8,00;16,34;21,02;80,00;12,37;24,26;33,00;-80,00;4684,00
09/04/2022;09/04/2022;aFRR;NEG_04_08;3,82;8,60;14,88;3,82;8,51;10,24;80,00;5,40;10,06;14,88;-80,00;4018,00
09/04/2022;09/04/2022;aFRR;NEG_08_12;2,71;16,80;23,62;2,71;17,32;23,62;27,00;3,99;10,43;22,50;-27,00;3707,00
09/04/2022;09/04/2022;aFRR;NEG_12_16;6,80;69,35;95,67;6,80;74,77;95,67;-80,00;9,14;30,92;53,13;80,00;3704,00
09/04/2022;09/04/2022;aFRR;NEG_16_20;1,31;15,63;38,88;1,31;16,13;38,38;-15,00;1,74;11,06;38,88;15,00;3741,00
09/04/2022;09/04/2022;aFRR;NEG_20_24;1,09;5,06;6,99;1,09;5,10;6,99;65,00;1,44;4,39;6,90;-65,00;4065,00
10/04/2022;10/04/2022;aFRR;POS_00_04;0,75;3,27;5,34;1,00;3,28;5,34;49,00;0,75;3,13;5,11;-49,00;4372,00
10/04/2022;10/04/2022;aFRR;POS_04_08;2,30;5,48;6,67;4,02;5,57;6,67;-37,00;2,30;4,69;6,54;37,00;4825,00
10/04/2022;10/04/2022;aFRR;POS_08_12;4,43;9,35;10,97;7,43;9,49;10,97;-73,00;4,43;8,34;10,84;73,00;4267,00
10/04/2022;10/04/2022;aFRR;POS_12_16;1,17;2,75;3,90;2,00;2,76;3,90;62,00;1,17;2,52;3,80;-62,00;4187,00
10/04/2022;10/04/2022;aFRR;POS_16_20;9,29;22,72;31,50;17,26;23,25;31,50;-80,00;9,29;18,80;26,30;80,00;4793,00
10/04/2022;10/04/2022;aFRR;POS_20_24;6,86;14,87;18,67;11,58;15,03;18,67;-80,00;6,86;13,77;17,73;80,00;5025,00
10/04/2022;10/04/2022;aFRR;NEG_00_04;6,27;16,52;28,00;8,00;16,33;19,67;80,00;6,27;19,61;28,00;-80,00;4375,00
10/04/2022;10/04/2022;aFRR;NEG_04_08;3,32;9,39;15,00;4,32;9,38;11,12;80,00;3,32;9,57;15,00;-80,00;4057,00
10/04/2022;10/04/2022;aFRR;NEG_08_12;8,00;27,84;56,00;8,00;28,55;56,00;50,00;8,79;18,09;47,22;-50,00;3710,00
10/04/2022;10/04/2022;aFRR;NEG_12_16;18,00;84,49;124,33;18,00;86,90;124,33;-70,00;22,50;66,62;121,14;70,00;3907,00
10/04/2022;10/04/2022;aFRR;NEG_16_20;2,16;33,06;80,69;2,16;34,02;80,69;55,00;3,96;19,73;54,43;-55,00;3681,00
10/04/2022;10/04/2022;aFRR;NEG_20_24;1,51;4,09;5,70;1,51;4,08;5,70;73,00;2,56;4,24;5,50;-73,00;3725,00
11/04/2022;11/04/2022;aFRR;POS_00_04;1,50;3,78;5,80;1,50;3,77;5,80;-19,00;1,55;3,91;5,79;19,00;4361,00
11/04/2022;11/04/2022;aFRR;POS_04_08;1,95;12,22;33,56;1,95;12,76;33,56;-80,00;2,51;8,28;16,54;80,00;4580,00
11/04/2022;11/04/2022;aFRR;POS_08_12;3,49;19,15;34,00;3,49;20,22;34,00;-80,00;4,23;11,23;18,43;80,00;4561,00
11/04/2022;11/04/2022;aFRR;POS_12_16;1,14;4,18;5,66;1,14;4,35;5,66;-80,00;1,19;3,00;5,64;80,00;4175,00
11/04/2022;11/04/2022;aFRR;POS_16_20;6,78;27,62;34,50;6,78;28,46;34,50;-80,00;7,52;21,49;30,29;80,00;4884,00
11/04/2022;11/04/2022;aFRR;POS_20_24;4,14;17,16;26,00;6,42;18,02;26,00;-80,00;4,14;11,17;14,89;80,00;4987,00
11/04/2022;11/04/2022;aFRR;NEG_00_04;2,81;8,96;19,00;2,81;8,63;11,00;80,00;7,96;14,39;19,00;-80,00;3996,00
11/04/2022;11/04/2022;aFRR;NEG_04_08;1,49;5,08;9,40;1,49;4,96;7,40;80,00;4,60;7,04;9,40;-80,00;4275,00
11/04/2022;11/04/2022;aFRR;NEG_08_12;2,99;15,16;19,82;2,99;15,32;19,82;-73,00;7,55;14,02;19,67;73,00;3970,00
11/04/2022;11/04/2022;aFRR;NEG_12_16;10,76;35,11;48,00;10,76;35,19;47,98;57,00;13,62;33,94;48,00;-57,00;3981,00
11/04/2022;11/04/2022;aFRR;NEG_16_20;1,84;13,17;18,50;1,84;13,29;18,50;20,00;6,00;11,80;18,00;-20,00;4294,00
11/04/2022;11/04/2022;aFRR;NEG_20_24;0,75;2,71;4,00;0,75;2,68;4,00;-35,00;1,63;2,96;4,00;35,00;3976,00
12/04/2022;12/04/2022;aFRR;POS_00_04;1,00;3,51;4,60;1,00;3,49;4,60;26,00;1,96;3,69;4,52;-26,00;4275,00
12/04/2022;12/04/2022;aFRR;POS_04_08;1,95;11,52;15,31;1,95;11,69;15,31;-55,00;4,27;10,22;15,30;55,00;4838,00
12/04/2022;12/04/2022;aFRR;POS_08_12;2,59;16,65;21,10;3,49;17,08;21,10;-10,00;2,59;12,42;20,90;10,00;4331,00
12/04/2022;12/04/2022;aFRR;POS_12_16;0,59;3,85;5,00;1,14;3,88;5,00;-5,00;0,59;3,56;4,93;5,00;3861,00
12/04/2022;12/04/2022;aFRR;POS_16_20;4,51;22,57;25,98;6,78;22,80;25,98;60,00;4,51;18,93;25,98;-60,00;4908,00
12/04/2022;12/04/2022;aFRR;POS_20_24;6,32;14,98;17,45;6,42;15,16;17,45;58,00;6,32;12,19;16,64;-58,00;4740,00
12/04/2022;12/04/2022;aFRR;NEG_00_04;2,81;6,81;25,00;2,81;6,37;7,38;80,00;3,32;14,05;25,00;-80,00;4126,00
12/04/2022;12/04/2022;aFRR;NEG_04_08;1,49;3,97;11,84;1,49;3,83;4,64;80,00;1,74;6,44;11,84;-80,00;4044,00
12/04/2022;12/04/2022;aFRR;NEG_08_12;2,99;11,70;14,89;2,99;11,76;14,89;-40,00;5,81;11,17;14,44;40,00;3610,00
12/04/2022;12/04/2022;aFRR;NEG_12_16;11,49;30,57;40,00;11,49;30,92;40,00;-26,00;12,68;27,46;39,90;26,00;3621,00
12/04/2022;12/04/2022;aFRR;NEG_16_20;1,97;9,92;13,20;1,97;9,99;13,20;54,00;5,27;8,94;12,85;-54,00;3921,00
12/04/2022;12/04/2022;aFRR;NEG_20_24;1,00;2,26;3,91;1,00;2,24;2,78;80,00;1,07;2,54;3,91;-80,00;3789,00
13/04/2022;13/04/2022;aFRR;POS_00_04;1,68;3,34;4,36;2,50;3,35;4,33;80,00;1,68;3,05;4,36;-80,00;4546,00
13/04/2022;13/04/2022;aFRR;POS_04_08;5,94;10,72;12,69;6,98;10,79;12,69;-17,00;5,94;10,06;12,64;17,00;4483,00
13/04/2022;13/04/2022;aFRR;POS_08_12;6,42;14,80;17,41;9,62;15,15;17,41;-80,00;6,42;12,29;16,84;80,00;4458,00
13/04/2022;13/04/2022;aFRR;POS_12_16;1,72;6,43;31,00;2,96;6,48;31,00;-80,00;1,72;6,08;10,37;80,00;3977,00
13/04/2022;13/04/2022;aFRR;POS_16_20;9,19;21,46;25,36;13,51;22,04;25,36;-80,00;9,19;17,28;22,12;80,00;4434,00
13/04/2022;13/04/2022;aFRR;POS_20_24;6,12;14,46;20,00;8,66;14,92;20,00;-80,00;6,12;11,24;14,21;80,00;4680,00
13/04/2022;13/04/2022;aFRR;NEG_00_04;2,45;5,41;13,99;2,92;5,15;7,03;80,00;2,45;9,44;13,99;-80,00;4038,00
13/04/2022;13/04/2022;aFRR;NEG_04_08;1,63;2,87;6,15;1,68;2,79;3,42;80,00;1,63;4,17;6,15;-80,00;4000,00
13/04/2022;13/04/2022;aFRR;NEG_08_12;4,34;8,68;10,00;4,42;8,70;10,00;-24,00;4,34;8,47;10,00;24,00;3791,00
13/04/2022;13/04/2022;aFRR;NEG_12_16;10,80;22,84;27,80;10,80;22,88;27,80;-20,00;13,00;22,47;27,64;20,00;3976,00
13/04/2022;13/04/2022;aFRR;NEG_16_20;4,12;7,01;8,33;4,35;7,03;8,33;74,00;4,12;6,67;8,03;-74,00;4062,00
13/04/2022;13/04/2022;aFRR;NEG_20_24;0,91;1,64;2,20;0,91;1,63;2,18;80,00;0,93;1,68;2,20;-80,00;4170,00
14/04/2022;14/04/2022;aFRR;POS_00_04;1,21;3,26;4,05;2,00;3,29;4,05;4,00;1,21;2,88;4,03;-4,00;4118,00
14/04/2022;14/04/2022;aFRR;POS_04_08;3,61;10,27;12,36;7,61;10,39;12,36;-57,00;3,61;9,36;11,90;57,00;4156,00
14/04/2022;14/04/2022;aFRR;POS_08_12;4,83;14,03;16,06;9,75;14,20;16,06;-56,00;4,83;12,66;15,91;56,00;4644,00
14/04/2022;14/04/2022;aFRR;POS_12_16;2,28;11,38;18,56;3,84;12,08;18,56;-80,00;2,28;6,13;9,39;80,00;4404,00
14/04/2022;14/04/2022;aFRR;POS_16_20;6,04;20,55;23,02;15,22;20,79;23,02;-51,00;6,04;18,66;22,87;51,00;4561,00
14/04/2022;14/04/2022;aFRR;POS_20_24;4,08;14,48;18,47;11,20;14,61;18,47;-62,00;4,08;13,47;18,42;62,00;4410,00
14/04/2022;14/04/2022;aFRR;NEG_00_04;2,01;4,27;7,01;2,78;4,22;5,07;80,00;2,01;5,18;7,01;-80,00;4188,00
14/04/2022;14/04/2022;aFRR;NEG_04_08;1,07;2,12;3,70;1,24;2,09;2,91;80,00;1,07;2,50;3,70;-80,00;3895,00
14/04/2022;14/04/2022;aFRR;NEG_08_12;3,36;5,91;7,05;3,36;5,93;7,05;37,00;3,38;5,58;7,00;-37,00;3609,00
14/04/2022;14/04/2022;aFRR;NEG_12_16;7,83;17,26;20,50;7,83;17,32;20,23;80,00;8,95;16,16;20,50;-80,00;3879,00
14/04/2022;14/04/2022;aFRR;NEG_16_20;2,70;4,70;6,10;2,85;4,71;5,93;80,00;2,70;4,64;6,10;-80,00;3876,00
14/04/2022;14/04/2022;aFRR;NEG_20_24;0,59;1,35;1,80;0,70;1,37;1,80;21,00;0,59;1,22;1,74;-21,00;3780,00
15/04/2022;15/04/2022;aFRR;POS_00_04;1,21;3,07;4,10;1,88;3,09;4,10;-48,00;1,21;2,94;4,03;48,00;4680,00
15/04/2022;15/04/2022;aFRR;POS_04_08;3,62;8,42;9,68;5,00;8,49;9,68;13,00;3,62;7,65;9,61;-13,00;5060,00
15/04/2022;15/04/2022;aFRR;POS_08_12;3,60;11,00;12,55;6,25;11,12;12,55;-4,00;3,60;9,74;12,41;4,00;4989,00
15/04/2022;15/04/2022;aFRR;POS_12_16;2,86;9,70;14,17;6,25;9,77;14,17;-47,00;2,86;9,12;14,02;47,00;4127,00
15/04/2022;15/04/2022;aFRR;POS_16_20;5,45;17,57;19,30;12,50;17,90;19,30;-23,00;5,45;14,62;19,11;23,00;4772,00
15/04/2022;15/04/2022;aFRR;POS_20_24;4,54;12,97;14,81;8,75;13,15;14,81;-5,00;4,54;11,17;14,77;5,00;4293,00
15/04/2022;15/04/2022;aFRR;NEG_00_04;0,29;3,37;5,25;1,84;3,38;4,20;80,00;0,29;3,18;5,25;-80,00;4178,00
15/04/2022;15/04/2022;aFRR;NEG_04_08;0,78;2,42;3,64;1,00;2,44;3,64;17,00;0,78;2,17;3,59;-17,00;4023,00
15/04/2022;15/04/2022;aFRR;NEG_08_12;2,22;6,20;8,09;2,50;6,34;8,09;-26,00;2,22;4,91;8,00;26,00;4197,00
15/04/2022;15/04/2022;aFRR;NEG_12_16;0,16;21,52;30,48;5,82;22,24;30,48;12,00;0,16;13,60;27,65;-12,00;4452,00
15/04/2022;15/04/2022;aFRR;NEG_16_20;1,78;5,03;7,53;2,00;5,13;7,53;-4,00;1,78;4,14;7,27;4,00;3968,00
15/04/2022;15/04/2022;aFRR;NEG_20_24;0,55;1,59;2,32;0,60;1,64;2,32;15,00;0,55;1,07;2,00;-15,00;3900,00
16/04/2022;16/04/2022;aFRR;POS_00_04;1,21;2,81;3,57;1,75;2,84;3,57;65,00;1,21;2,42;3,47;-65,00;4425,00
16/04/2022;16/04/2022;aFRR;POS_04_08;2,71;6,99;7,78;5,58;7,12;7,78;-7,00;2,71;5,81;7,43;7,00;5060,00
16/04/2022;16/04/2022;aFRR;POS_08_12;3,76;8,73;9,93;6,50;8,86;9,93;-49,00;3,76;7,65;9,82;49,00;4402,00
16/04/2022;16/04/2022;aFRR;POS_12_16;3,01;7,30;8,50;4,75;7,38;8,50;51,00;3,01;6,15;8,29;-51,00;4438,00
16/04/2022;16/04/2022;aFRR;POS_16_20;5,43;15,80;18,45;11,12;16,18;18,45;-80,00;5,43;13,04;16,92;80,00;4620,00
16/04/2022;16/04/2022;aFRR;POS_20_24;4,28;13,85;25,44;8,53;14,36;25,44;-80,00;4,28;10,16;13,33;80,00;4478,00
16/04/2022;16/04/2022;aFRR;NEG_00_04;1,34;3,19;4,25;1,80;3,21;4,09;80,00;1,34;2,88;4,25;-80,00;4201,00
16/04/2022;16/04/2022;aFRR;NEG_04_08;1,00;2,68;3,38;1,44;2,72;3,38;47,00;1,00;2,23;3,09;-47,00;3970,00
