DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;TOTAL_MIN_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MIN_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_IMPORT(-)_EXPORT(+)_[MW];AUSTRIA_MIN_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_IMPORT(-)_EXPORT(+)_[MW];GERMANY_SUM_OF_OFFERED_CAPACITY_[MW]
10/07/2022;10/07/2022;aFRR;NEG_08_12;13,46;53,14;73,20;15,00;55,45;73,20;-22,00;13,46;33,02;72,43;22,00;3941,00
10/07/2022;10/07/2022;aFRR;NEG_12_16;38,41;106,80;145,95;40,00;110,14;145,95;-19,00;38,41;77,04;129,22;19,00;3967,00
10/07/2022;10/07/2022;aFRR;NEG_16_20;10,00;31,59;47,43;10,00;32,31;47,43;-21,00;10,69;25,66;44,00;21,00;3452,00
10/07/2022;10/07/2022;aFRR;NEG_20_24;0,74;1,72;3,12;0,80;1,74;3,11;-7,00;0,74;1,61;3,12;7,00;3847,00
11/07/2022;11/07/2022;aFRR;POS_00_04;3,46;7,15;9,31;3,90;7,19;8,58;80,00;3,46;6,50;9,31;-80,00;4701,00
11/07/2022;11/07/2022;aFRR;POS_04_08;4,44;10,95;14,85;6,34;11,15;14,85;-71,00;4,44;9,48;14,11;71,00;4584,00
11/07/2022;11/07/2022;aFRR;POS_08_12;9,93;22,10;28,00;17,54;22,41;28,00;-20,00;9,93;19,24;25,52;20,00;4790,00
11/07/2022;11/07/2022;aFRR;POS_12_16;10,00;19,54;23,89;14,34;19,96;23,89;-80,00;10,00;16,52;22,50;80,00;4632,00
11/07/2022;11/07/2022;aFRR;POS_16_20;9,49;21,55;25,52;12,19;21,98;25,52;-37,00;9,49;17,89;24,91;37,00;5056,00
11/07/2022;11/07/2022;aFRR;POS_20_24;11,63;25,10;29,00;14,63;25,53;29,00;22,00;11,63;20,02;28,33;-22,00;5000,00
11/07/2022;11/07/2022;aFRR;NEG_00_04;2,01;4,29;5,71;2,01;4,34;5,71;31,00;2,32;3,79;5,04;-31,00;3621,00
11/07/2022;11/07/2022;aFRR;NEG_04_08;2,50;5,35;9,42;2,50;5,39;9,42;16,00;3,60;4,90;6,90;-16,00;3522,00
11/07/2022;11/07/2022;aFRR;NEG_08_12;9,00;19,27;25,40;9,00;19,32;25,40;51,00;11,50;18,56;24,67;-51,00;4055,00
11/07/2022;11/07/2022;aFRR;NEG_12_16;14,79;34,52;46,00;14,79;34,31;46,00;75,00;30,00;37,69;46,00;-75,00;3875,00
11/07/2022;11/07/2022;aFRR;NEG_16_20;6,00;14,46;23,67;6,00;14,25;23,67;11,00;9,59;16,61;23,03;-11,00;3769,00
11/07/2022;11/07/2022;aFRR;NEG_20_24;0,52;1,37;2,00;0,52;1,38;2,00;-80,00;0,80;1,35;1,95;80,00;4029,00
12/07/2022;12/07/2022;aFRR;POS_00_04;3,46;6,82;7,79;4,97;6,86;7,66;80,00;3,46;6,08;7,79;-80,00;5141,00
12/07/2022;12/07/2022;aFRR;POS_04_08;4,44;10,67;12,21;7,66;10,84;12,21;-20,00;4,44;9,18;12,14;20,00;4977,00
12/07/2022;12/07/2022;aFRR;POS_08_12;9,93;21,95;24,91;17,38;22,29;24,91;-68,00;9,93;19,43;24,79;68,00;5031,00
12/07/2022;12/07/2022;aFRR;POS_12_16;10,00;19,35;21,75;13,53;19,55;21,75;-64,00;10,00;17,80;21,55;64,00;4733,00
12/07/2022;12/07/2022;aFRR;POS_16_20;9,49;20,86;23,79;16,12;21,24;23,79;-70,00;9,49;18,10;23,15;70,00;4873,00
12/07/2022;12/07/2022;aFRR;POS_20_24;11,63;23,55;25,18;19,71;23,93;25,18;-18,00;11,63;20,28;24,94;18,00;5069,00
12/07/2022;12/07/2022;aFRR;NEG_00_04;1,79;3,39;4,32;1,79;3,40;4,32;47,00;2,11;3,29;4,30;-47,00;3561,00
12/07/2022;12/07/2022;aFRR;NEG_04_08;2,45;5,17;8,57;2,45;5,21;8,57;13,00;2,90;4,74;7,48;-13,00;3533,00
12/07/2022;12/07/2022;aFRR;NEG_08_12;5,66;17,12;23,21;5,66;17,10;23,21;-66,00;7,98;17,33;22,62;66,00;3763,00
12/07/2022;12/07/2022;aFRR;NEG_12_16;13,20;31,95;41,60;13,20;31,77;41,60;26,00;13,27;33,94;41,30;-26,00;4020,00
12/07/2022;12/07/2022;aFRR;NEG_16_20;5,00;13,04;20,15;5,00;12,67;20,15;-52,00;8,88;15,72;19,98;52,00;3721,00
12/07/2022;12/07/2022;aFRR;NEG_20_24;0,72;1,20;1,72;0,72;1,19;1,70;-63,00;0,75;1,28;1,72;63,00;3673,00
13/07/2022;13/07/2022;aFRR;POS_00_04;3,20;6,17;7,75;4,83;6,18;7,75;9,00;3,20;6,02;7,62;-9,00;4301,00
13/07/2022;13/07/2022;aFRR;POS_04_08;6,55;9,76;11,34;7,62;9,76;10,94;80,00;6,55;9,73;11,34;-80,00;4458,00
13/07/2022;13/07/2022;aFRR;POS_08_12;11,77;20,33;22,89;15,04;20,41;22,89;-12,00;11,77;19,54;22,67;12,00;4716,00
13/07/2022;13/07/2022;aFRR;POS_12_16;8,98;17,53;20,07;13,78;17,66;20,07;-68,00;8,98;16,55;20,00;68,00;4283,00
13/07/2022;13/07/2022;aFRR;POS_16_20;11,92;19,56;21,91;14,85;19,60;21,91;31,00;11,92;18,98;21,90;-31,00;4285,00
13/07/2022;13/07/2022;aFRR;POS_20_24;12,47;21,23;23,58;16,46;21,33;23,58;30,00;12,47;20,09;23,48;-30,00;4779,00
13/07/2022;13/07/2022;aFRR;NEG_00_04;1,30;3,19;3,83;2,00;3,21;3,83;43,00;1,30;2,87;3,80;-43,00;3549,00
13/07/2022;13/07/2022;aFRR;NEG_04_08;1,73;5,29;7,14;2,50;5,34;7,14;29,00;1,73;4,78;7,00;-29,00;3546,00
13/07/2022;13/07/2022;aFRR;NEG_08_12;6,56;16,40;20,55;12,00;16,53;20,55;-66,00;6,56;15,52;20,48;66,00;3875,00
13/07/2022;13/07/2022;aFRR;NEG_12_16;12,00;39,36;76,50;21,00;40,03;76,50;-80,00;12,00;35,01;50,22;80,00;3704,00
13/07/2022;13/07/2022;aFRR;NEG_16_20;4,43;16,94;27,00;9,00;17,22;27,00;-41,00;4,43;14,84;26,98;41,00;3605,00
13/07/2022;13/07/2022;aFRR;NEG_20_24;0,20;1,26;1,82;0,20;1,27;1,82;-12,00;0,45;1,19;1,80;12,00;3835,00
14/07/2022;14/07/2022;aFRR;POS_00_04;2,80;6,33;7,02;5,00;6,39;7,02;41,00;2,80;5,53;7,00;-41,00;4860,00
14/07/2022;14/07/2022;aFRR;POS_04_08;4,44;8,96;9,55;6,82;9,06;9,55;22,00;4,44;7,88;9,44;-22,00;4807,00
14/07/2022;14/07/2022;aFRR;POS_08_12;9,22;18,81;20,59;15,38;19,02;20,59;-10,00;9,22;16,84;20,48;10,00;4629,00
14/07/2022;14/07/2022;aFRR;POS_12_16;7,98;16,75;18,29;14,04;17,00;18,29;-80,00;7,98;15,04;18,12;80,00;4207,00
14/07/2022;14/07/2022;aFRR;POS_16_20;8,90;18,62;19,96;14,30;18,88;19,96;-51,00;8,90;16,51;19,82;51,00;4370,00
14/07/2022;14/07/2022;aFRR;POS_20_24;9,20;19,95;21,48;16,15;20,18;21,48;-19,00;9,20;17,79;21,48;19,00;4698,00
14/07/2022;14/07/2022;aFRR;NEG_00_04;1,47;2,85;3,34;2,00;2,87;3,34;43,00;1,47;2,62;3,30;-43,00;3466,00
14/07/2022;14/07/2022;aFRR;NEG_04_08;2,50;4,83;6,47;2,50;4,85;6,47;41,00;2,80;4,59;6,00;-41,00;3532,00
14/07/2022;14/07/2022;aFRR;NEG_08_12;7,56;15,71;19,07;10,33;15,81;19,07;16,00;7,56;14,73;18,76;-16,00;3517,00
14/07/2022;14/07/2022;aFRR;NEG_12_16;16,68;38,58;50,71;25,00;38,68;50,71;-32,00;16,68;37,79;50,00;32,00;3659,00
14/07/2022;14/07/2022;aFRR;NEG_16_20;8,13;17,07;22,09;10,00;17,16;22,09;58,00;8,13;15,88;22,02;-58,00;3621,00
14/07/2022;14/07/2022;aFRR;NEG_20_24;0,65;1,30;1,63;0,80;1,31;1,63;22,00;0,65;1,25;1,50;-22,00;4001,00
15/07/2022;15/07/2022;aFRR;POS_00_04;3,33;5,70;6,81;4,52;5,73;6,81;42,00;3,33;5,28;6,59;-42,00;4674,00
15/07/2022;15/07/2022;aFRR;POS_04_08;4,23;8,08;11,22;6,04;8,08;9,18;80,00;4,23;8,00;11,22;-80,00;4833,00
15/07/2022;15/07/2022;aFRR;POS_08_12;8,74;17,45;20,03;13,17;17,64;20,03;-77,00;8,74;16,09;19,90;77,00;4682,00
15/07/2022;15/07/2022;aFRR;POS_12_16;8,25;15,92;19,12;12,31;16,14;19,12;-80,00;8,25;14,34;17,48;80,00;4496,00
15/07/2022;15/07/2022;aFRR;POS_16_20;9,15;17,44;19,71;13,51;17,67;19,71;-75,00;9,15;15,79;19,50;75,00;4779,00
15/07/2022;15/07/2022;aFRR;POS_20_24;9,50;20,91;32,84;13,98;21,39;32,84;-80,00;9,50;17,53;26,48;80,00;4577,00
15/07/2022;15/07/2022;aFRR;NEG_00_04;1,33;2,69;3,15;2,00;2,71;3,15;59,00;1,33;2,42;3,15;-59,00;3435,00
15/07/2022;15/07/2022;aFRR;NEG_04_08;2,18;4,54;5,27;2,50;4,56;5,27;71,00;2,18;4,27;5,24;-71,00;3444,00
15/07/2022;15/07/2022;aFRR;NEG_08_12;7,52;17,40;22,00;12,00;17,69;22,00;17,00;7,52;14,33;18,90;-17,00;3319,00
15/07/2022;15/07/2022;aFRR;NEG_12_16;17,63;43,88;71,67;20,92;44,26;71,67;-3,00;17,63;40,46;61,75;3,00;3715,00
15/07/2022;15/07/2022;aFRR;NEG_16_20;8,88;16,59;20,27;10,00;16,67;20,27;64,00;8,88;15,53;20,00;-64,00;3485,00
15/07/2022;15/07/2022;aFRR;NEG_20_24;0,42;1,15;1,50;0,42;1,15;1,50;15,00;0,71;1,18;1,50;-15,00;3679,00
16/07/2022;16/07/2022;aFRR;POS_00_04;2,46;6,45;11,40;3,24;6,55;11,40;-5,00;2,46;5,50;9,24;5,00;4314,00
16/07/2022;16/07/2022;aFRR;POS_04_08;3,48;8,35;12,20;5,29;8,35;12,20;28,00;3,48;8,29;11,98;-28,00;4208,00
16/07/2022;16/07/2022;aFRR;POS_08_12;8,19;16,59;22,21;9,80;16,57;22,20;-73,00;8,19;16,78;22,21;73,00;4268,00
16/07/2022;16/07/2022;aFRR;POS_12_16;7,36;15,26;21,67;9,14;15,39;21,67;-5,00;7,36;14,11;21,48;5,00;4341,00
16/07/2022;16/07/2022;aFRR;POS_16_20;8,14;16,82;19,33;10,60;17,02;19,33;-73,00;8,14;15,43;18,93;73,00;4279,00
16/07/2022;16/07/2022;aFRR;POS_20_24;9,72;21,83;26,13;12,40;22,16;26,13;-80,00;9,72;19,62;24,80;80,00;4864,00
16/07/2022;16/07/2022;aFRR;NEG_00_04;1,26;3,35;5,13;1,74;3,38;5,13;77,00;1,26;2,91;5,00;-77,00;3450,00
16/07/2022;16/07/2022;aFRR;NEG_04_08;2,10;5,57;7,35;2,50;5,64;7,35;64,00;2,10;4,62;7,00;-64,00;3372,00
16/07/2022;16/07/2022;aFRR;NEG_08_12;9,59;46,56;84,44;14,00;48,77;84,44;19,00;9,59;23,22;40,00;-19,00;3452,00
16/07/2022;16/07/2022;aFRR;NEG_12_16;22,03;105,25;155,11;34,00;109,31;155,11;17,00;22,03;62,19;127,71;-17,00;3407,00
16/07/2022;16/07/2022;aFRR;NEG_16_20;8,24;40,78;82,27;10,00;42,44;82,27;17,00;8,24;23,48;40,00;-17,00;3478,00
16/07/2022;16/07/2022;aFRR;NEG_20_24;0,52;1,63;2,41;0,80;1,65;2,41;61,00;0,52;1,34;2,20;-61,00;3975,00
17/07/2022;17/07/2022;aFRR;POS_00_04;2,94;6,80;8,61;2,94;6,84;8,61;61,00;2,94;6,10;8,52;-61,00;4536,00
17/07/2022;17/07/2022;aFRR;POS_04_08;3,91;8,52;12,90;4,67;8,50;10,96;80,00;3,91;8,84;12,90;-80,00;4545,00
17/07/2022;17/07/2022;aFRR;POS_08_12;7,68;16,39;19,20;9,27;16,47;19,20;67,00;7,68;15,09;19,02;-67,00;4243,00
17/07/2022;17/07/2022;aFRR;POS_12_16;7,06;15,45;18,18;7,06;15,55;18,18;66,00;7,06;13,95;17,81;-66,00;4303,00
17/07/2022;17/07/2022;aFRR;POS_16_20;8,08;16,24;19,54;8,08;16,29;19,54;35,00;8,36;15,67;19,49;-35,00;4287,00
17/07/2022;17/07/2022;aFRR;POS_20_24;11,20;20,46;24,14;11,26;20,80;24,14;-59,00;11,20;17,93;24,04;59,00;4661,00
17/07/2022;17/07/2022;aFRR;NEG_00_04;1,59;4,47;6,30;2,00;4,57;6,30;40,00;1,59;3,33;5,00;-40,00;3740,00
17/07/2022;17/07/2022;aFRR;NEG_04_08;2,50;6,21;8,72;2,50;6,28;8,72;31,00;3,18;5,39;8,70;-31,00;3330,00
17/07/2022;17/07/2022;aFRR;NEG_08_12;16,00;57,04;78,00;17,25;59,42;78,00;10,00;16,00;32,57;68,00;-10,00;3482,00
17/07/2022;17/07/2022;aFRR;NEG_12_16;37,00;114,76;157,45;40,00;118,15;157,45;3,00;37,00;80,87;128,74;-3,00;3423,00
17/07/2022;17/07/2022;aFRR;NEG_16_20;10,00;43,61;59,20;10,00;45,09;59,20;7,00;14,00;29,52;59,00;-7,00;3445,00
17/07/2022;17/07/2022;aFRR;NEG_20_24;0,80;1,59;1,99;0,80;1,60;1,98;80,00;0,80;1,45;1,99;-80,00;4036,00
18/07/2022;18/07/2022;aFRR;POS_00_04;4,13;7,26;8,82;5,00;7,29;8,30;80,00;4,13;6,64;8,82;-80,00;5035,00
18/07/2022;18/07/2022;aFRR;POS_04_08;4,97;11,36;14,23;6,25;11,42;13,98;80,00;4,97;10,34;14,23;-80,00;4551,00
18/07/2022;18/07/2022;aFRR;POS_08_12;8,87;20,67;25,75;14,90;21,16;25,75;-80,00;8,87;17,24;23,55;80,00;4742,00
18/07/2022;18/07/2022;aFRR;POS_12_16;8,75;18,33;22,70;13,80;18,70;22,70;-80,00;8,75;15,73;19,24;80,00;4277,00
18/07/2022;18/07/2022;aFRR;POS_16_20;8,48;24,73;31,50;15,00;25,79;31,50;-79,00;8,48;17,43;29,27;79,00;4751,00
18/07/2022;18/07/2022;aFRR;POS_20_24;7,57;41,81;70,00;17,58;44,89;70,00;-80,00;7,57;21,09;44,06;80,00;4413,00
18/07/2022;18/07/2022;aFRR;NEG_00_04;1,53;3,26;4,43;1,53;3,27;4,43;64,00;2,00;3,15;4,00;-64,00;3460,00
18/07/2022;18/07/2022;aFRR;NEG_04_08;2,50;4,98;6,39;2,50;5,01;6,39;66,00;3,61;4,56;6,00;-66,00;3440,00
18/07/2022;18/07/2022;aFRR;NEG_08_12;14,78;20,70;23,48;16,20;20,71;23,48;41,00;14,78;20,63;23,07;-41,00;3730,00
18/07/2022;18/07/2022;aFRR;NEG_12_16;29,00;41,11;47,89;31,75;41,05;47,89;50,00;29,00;41,89;46,30;-50,00;3553,00
18/07/2022;18/07/2022;aFRR;NEG_16_20;10,00;17,75;23,42;10,00;17,64;23,42;29,00;12,40;19,00;23,00;-29,00;3454,00
18/07/2022;18/07/2022;aFRR;NEG_20_24;0,34;1,16;1,56;0,34;1,14;1,56;-66,00;0,78;1,35;1,55;66,00;3994,00
19/07/2022;19/07/2022;aFRR;POS_00_04;3,75;6,79;10,44;5,00;6,76;7,75;80,00;3,75;7,16;10,44;-80,00;4600,00
19/07/2022;19/07/2022;aFRR;POS_04_08;6,25;10,68;14,59;6,25;10,60;12,78;80,00;7,08;12,00;14,59;-80,00;4411,00
19/07/2022;19/07/2022;aFRR;POS_08_12;12,28;21,13;26,42;14,84;21,11;26,42;14,00;12,28;21,26;26,40;-14,00;4278,00
19/07/2022;19/07/2022;aFRR;POS_12_16;10,16;17,70;21,26;14,00;17,72;20,00;80,00;10,16;17,27;21,26;-80,00;3952,00
19/07/2022;19/07/2022;aFRR;POS_16_20;12,70;23,87;26,78;15,00;24,04;26,78;70,00;12,70;21,25;26,55;-70,00;4201,00
19/07/2022;19/07/2022;aFRR;POS_20_24;16,88;38,56;56,57;17,24;38,53;55,22;80,00;16,88;38,92;56,57;-80,00;4217,00
19/07/2022;19/07/2022;aFRR;NEG_00_04;0,93;2,68;4,00;0,93;2,69;3,38;80,00;1,17;2,53;4,00;-80,00;3352,00
19/07/2022;19/07/2022;aFRR;NEG_04_08;1,97;4,41;5,63;2,50;4,43;5,63;62,00;1,97;4,15;5,50;-62,00;3211,00
19/07/2022;19/07/2022;aFRR;NEG_08_12;7,77;18,04;21,90;12,00;18,47;21,90;-80,00;7,77;15,21;20,00;80,00;3066,00
19/07/2022;19/07/2022;aFRR;NEG_12_16;15,31;37,96;53,83;25,00;39,26;53,83;-80,00;15,31;29,45;39,25;80,00;3404,00
19/07/2022;19/07/2022;aFRR;NEG_16_20;7,11;14,77;17,85;10,00;14,86;17,85;-71,00;7,11;14,21;17,78;71,00;3277,00
19/07/2022;19/07/2022;aFRR;NEG_20_24;0,12;1,16;2,00;0,75;1,18;2,00;-80,00;0,12;1,07;1,80;80,00;3182,00
20/07/2022;20/07/2022;aFRR;POS_00_04;4,20;6,08;6,64;4,65;6,10;6,64;74,00;4,20;5,63;6,61;-74,00;4250,00
20/07/2022;20/07/2022;aFRR;POS_04_08;4,75;9,19;11,20;7,67;9,27;10,11;80,00;4,75;7,89;11,20;-80,00;4005,00
20/07/2022;20/07/2022;aFRR;POS_08_12;10,79;19,57;21,00;15,85;19,79;21,00;-6,00;10,79;17,36;20,93;6,00;4087,00
20/07/2022;20/07/2022;aFRR;POS_12_16;7,77;16,19;17,88;12,00;16,52;17,88;-40,00;7,77;13,60;17,69;40,00;3773,00
20/07/2022;20/07/2022;aFRR;POS_16_20;7,44;20,36;22,63;16,07;20,75;22,63;-61,00;7,44;17,57;22,53;61,00;4162,00
20/07/2022;20/07/2022;aFRR;POS_20_24;15,00;35,04;39,97;21,00;35,69;39,97;-80,00;15,00;30,50;39,38;80,00;4114,00
20/07/2022;20/07/2022;aFRR;NEG_00_04;1,05;5,08;14,78;1,58;5,23;14,78;0,00;1,05;3,70;13,30;0,00;3281,00
20/07/2022;20/07/2022;aFRR;NEG_04_08;1,96;6,45;33,00;2,50;6,18;15,00;-29,00;1,96;8,54;33,00;29,00;3261,00
20/07/2022;20/07/2022;aFRR;NEG_08_12;7,90;17,30;21,62;10,25;17,58;21,57;-1,00;7,90;14,68;21,62;1,00;3723,00
20/07/2022;20/07/2022;aFRR;NEG_12_16;17,64;36,85;44,70;25,19;37,81;44,70;-51,00;17,64;29,64;44,41;51,00;3381,00
20/07/2022;20/07/2022;aFRR;NEG_16_20;5,53;17,85;91,11;8,35;18,45;91,11;-80,00;5,53;13,90;22,46;80,00;3421,00
20/07/2022;20/07/2022;aFRR;NEG_20_24;0,54;1,35;2,00;0,80;1,38;2,00;-25,00;0,54;1,15;2,00;25,00;3297,00
21/07/2022;21/07/2022;aFRR;POS_00_04;2,80;5,44;6,27;4,27;5,49;6,27;55,00;2,80;4,73;6,19;-55,00;4167,00
21/07/2022;21/07/2022;aFRR;POS_04_08;3,93;8,56;9,80;6,90;8,64;9,62;80,00;3,93;7,36;9,80;-80,00;4042,00
21/07/2022;21/07/2022;aFRR;POS_08_12;8,84;17,98;19,39;13,88;18,29;19,39;-63,00;8,84;15,68;19,20;63,00;4222,00
21/07/2022;21/07/2022;aFRR;POS_12_16;7,51;15,26;17,89;11,64;15,51;17,89;-80,00;7,51;13,52;16,98;80,00;4080,00
21/07/2022;21/07/2022;aFRR;POS_16_20;8,88;18,89;21,58;13,96;19,20;21,58;-63,00;8,88;16,56;21,49;63,00;4411,00
21/07/2022;21/07/2022;aFRR;POS_20_24;14,41;31,15;38,25;21,00;31,68;38,25;-80,00;14,41;27,59;34,95;80,00;4492,00
21/07/2022;21/07/2022;aFRR;NEG_00_04;2,11;5,35;8,58;2,42;5,39;7,55;80,00;2,11;4,72;8,58;-80,00;3499,00
21/07/2022;21/07/2022;aFRR;NEG_04_08;2,50;6,92;12,50;2,50;6,93;10,14;80,00;2,92;6,90;12,50;-80,00;3402,00
21/07/2022;21/07/2022;aFRR;NEG_08_12;8,82;15,92;18,08;8,90;16,03;18,08;-56,00;8,82;15,12;18,00;56,00;3272,00
21/07/2022;21/07/2022;aFRR;NEG_12_16;18,44;36,35;47,80;18,44;36,91;47,80;-80,00;18,96;32,70;39,43;80,00;3337,00
21/07/2022;21/07/2022;aFRR;NEG_16_20;6,67;17,63;25,83;10,00;18,18;25,83;-80,00;6,67;14,17;17,52;80,00;3609,00
21/07/2022;21/07/2022;aFRR;NEG_20_24;0,00;1,21;1,54;0,00;1,21;1,54;52,00;0,74;1,22;1,54;-52,00;3580,00
22/07/2022;22/07/2022;aFRR;POS_00_04;2,41;5,35;5,99;3,76;5,42;5,99;49,00;2,41;4,40;5,98;-49,00;4358,00
22/07/2022;22/07/2022;aFRR;POS_04_08;4,05;8,36;10,86;5,77;8,45;10,86;28,00;4,05;7,29;10,82;-28,00;4222,00
22/07/2022;22/07/2022;aFRR;POS_08_12;8,63;16,93;18,64;11,63;17,17;18,64;-18,00;8,63;14,77;18,59;18,00;4754,00
22/07/2022;22/07/2022;aFRR;POS_12_16;7,23;14,89;16,53;10,73;15,14;16,53;-39,00;7,23;12,86;16,49;39,00;4514,00
22/07/2022;22/07/2022;aFRR;POS_16_20;8,90;19,13;24,04;12,95;19,31;24,04;-7,00;8,90;17,50;23,87;7,00;4744,00
22/07/2022;22/07/2022;aFRR;POS_20_24;12,80;32,40;50,53;22,95;32,91;50,53;-80,00;12,80;28,94;47,30;80,00;4599,00
22/07/2022;22/07/2022;aFRR;NEG_00_04;2,50;4,79;6,74;2,50;4,78;6,74;62,00;2,69;4,89;6,40;-62,00;3764,00
22/07/2022;22/07/2022;aFRR;NEG_04_08;2,50;6,34;9,72;2,50;6,28;9,72;34,00;3,90;7,01;9,30;-34,00;3519,00
22/07/2022;22/07/2022;aFRR;NEG_08_12;7,26;13,95;15,70;8,81;14,11;15,70;-80,00;7,26;12,90;15,00;80,00;3879,00
22/07/2022;22/07/2022;aFRR;NEG_12_16;17,09;35,40;42,70;17,09;36,26;42,70;-80,00;17,45;29,87;34,90;80,00;3798,00
22/07/2022;22/07/2022;aFRR;NEG_16_20;9,00;16,10;20,05;9,23;16,48;20,05;-80,00;9,00;13,65;19,11;80,00;3775,00
22/07/2022;22/07/2022;aFRR;NEG_20_24;0,57;1,08;1,29;0,67;1,09;1,29;-56,00;0,57;1,07;1,27;56,00;4256,00
23/07/2022;23/07/2022;aFRR;POS_00_04;2,63;7,45;15,29;3,37;7,53;15,00;-35,00;2,63;6,80;15,29;35,00;4260,00
23/07/2022;23/07/2022;aFRR;POS_04_08;4,02;9,70;14,96;6,11;9,70;14,68;-48,00;4,02;9,65;14,96;48,00;4660,00
23/07/2022;23/07/2022;aFRR;POS_08_12;7,89;17,41;26,00;10,49;17,85;26,00;-80,00;7,89;14,47;17,65;80,00;4226,00
23/07/2022;23/07/2022;aFRR;POS_12_16;7,26;14,38;16,66;9,30;14,52;16,66;-80,00;7,26;13,43;16,12;80,00;4348,00
23/07/2022;23/07/2022;aFRR;POS_16_20;9,33;17,75;20,50;10,00;17,86;20,50;-44,00;9,33;16,93;20,35;44,00;4412,00
23/07/2022;23/07/2022;aFRR;POS_20_24;15,93;34,48;47,35;20,00;34,91;47,35;-80,00;15,93;31,53;40,43;80,00;4366,00
23/07/2022;23/07/2022;aFRR;NEG_00_04;2,06;5,04;6,69;2,50;5,09;6,69;68,00;2,06;4,44;6,11;-68,00;3715,00
23/07/2022;23/07/2022;aFRR;NEG_04_08;2,50;6,71;8,90;2,50;6,72;8,43;80,00;2,82;6,47;8,90;-80,00;3565,00
23/07/2022;23/07/2022;aFRR;NEG_08_12;5,90;17,85;26,30;8,16;18,08;26,30;-16,00;5,90;15,79;25,63;16,00;3678,00
23/07/2022;23/07/2022;aFRR;NEG_12_16;17,26;57,29;85,00;20,82;59,56;85,00;-80,00;17,26;42,37;66,46;80,00;3691,00
23/07/2022;23/07/2022;aFRR;NEG_16_20;7,46;24,57;41,54;9,77;25,40;41,54;-80,00;7,46;19,18;28,90;80,00;3694,00
23/07/2022;23/07/2022;aFRR;NEG_20_24;0,49;1,16;1,62;0,55;1,18;1,62;-20,00;0,49;1,01;1,62;20,00;4209,00
24/07/2022;24/07/2022;aFRR;POS_00_04;3,53;8,35;13,00;5,00;8,37;13,00;15,00;3,53;8,12;12,78;-15,00;4426,00
24/07/2022;24/07/2022;aFRR;POS_04_08;5,33;10,00;12,53;6,00;10,05;12,53;66,00;5,33;9,18;12,51;-66,00;4849,00
24/07/2022;24/07/2022;aFRR;POS_08_12;8,93;18,81;27,80;10,00;19,22;27,80;-80,00;8,93;16,01;21,30;80,00;4717,00
24/07/2022;24/07/2022;aFRR;POS_12_16;7,17;13,30;15,26;8,00;13,41;15,26;-44,00;7,17;12,46;15,09;44,00;4422,00
24/07/2022;24/07/2022;aFRR;POS_16_20;8,00;16,79;19,72;8,00;16,93;19,72;-54,00;8,50;15,67;19,67;54,00;4413,00
24/07/2022;24/07/2022;aFRR;POS_20_24;17,64;34,73;46,04;24,00;34,82;46,00;-4,00;17,64;33,85;46,04;4,00;4668,00
24/07/2022;24/07/2022;aFRR;NEG_00_04;2,49;5,42;7,82;2,50;5,46;6,89;80,00;2,49;4,78;7,82;-80,00;3547,00
24/07/2022;24/07/2022;aFRR;NEG_04_08;2,50;6,92;9,28;2,50;6,93;9,28;75,00;3,82;6,68;9,20;-75,00;3550,00
24/07/2022;24/07/2022;aFRR;NEG_08_12;8,96;46,30;95,50;12,30;47,27;95,50;-2,00;8,96;37,09;94,75;2,00;3672,00
24/07/2022;24/07/2022;aFRR;NEG_12_16;27,50;91,22;150,00;35,06;94,06;150,00;-80,00;27,50;72,49;117,78;80,00;3698,00
24/07/2022;24/07/2022;aFRR;NEG_16_20;10,00;31,22;43,11;10,00;31,66;43,11;-14,00;11,70;27,42;42,41;14,00;3713,00
24/07/2022;24/07/2022;aFRR;NEG_20_24;0,48;1,09;1,44;0,48;1,09;1,44;75,00;0,57;1,15;1,44;-75,00;4307,00
25/07/2022;25/07/2022;aFRR;POS_00_04;4,25;8,22;11,06;4,50;8,27;10,80;80,00;4,25;7,30;11,06;-80,00;4631,00
25/07/2022;25/07/2022;aFRR;POS_04_08;5,25;11,38;14,63;7,40;11,45;14,31;80,00;5,25;10,18;14,63;-80,00;4598,00
25/07/2022;25/07/2022;aFRR;POS_08_12;10,25;23,10;30,17;13,52;23,40;30,17;-80,00;10,25;20,97;29,25;80,00;4555,00
25/07/2022;25/07/2022;aFRR;POS_12_16;6,55;14,82;17,42;8,66;15,06;17,42;-38,00;6,55;12,84;17,37;38,00;4170,00
25/07/2022;25/07/2022;aFRR;POS_16_20;8,46;21,31;29,40;10,66;21,88;29,40;-80,00;8,46;17,40;25,39;80,00;4908,00
