DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;TOTAL_MIN_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MIN_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_IMPORT(-)_EXPORT(+)_[MW];AUSTRIA_MIN_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_IMPORT(-)_EXPORT(+)_[MW];GERMANY_SUM_OF_OFFERED_CAPACITY_[MW]
11/06/2023;11/06/2023;aFRR;POS_00_04;2,40;7,21;10,78;5,00;7,54;10,78;-80,00;2,40;5,08;7,33;80,00;4055,00
11/06/2023;11/06/2023;aFRR;POS_04_08;2,80;7,16;8,94;5,98;7,35;8,94;-80,00;2,80;5,96;8,08;80,00;4249,00
11/06/2023;11/06/2023;aFRR;POS_08_12;4,00;18,85;29,29;11,48;19,84;29,29;-80,00;4,00;12,14;17,44;80,00;3808,00
11/06/2023;11/06/2023;aFRR;POS_12_16;2,80;7,91;10,18;6,04;8,07;10,18;-8,00;2,80;6,47;10,06;8,00;3806,00
11/06/2023;11/06/2023;aFRR;POS_16_20;4,40;12,63;15,96;9,27;13,01;15,96;-80,00;4,40;9,94;12,91;80,00;3828,00
11/06/2023;11/06/2023;aFRR;POS_20_24;4,40;13,18;14,40;11,20;13,53;14,40;-80,00;4,40;10,77;14,00;80,00;4512,00
11/06/2023;11/06/2023;aFRR;NEG_00_04;2,00;5,80;8,00;2,00;5,92;8,00;-63,00;2,60;5,03;7,98;63,00;3105,00
11/06/2023;11/06/2023;aFRR;NEG_04_08;0,98;4,60;6,20;2,00;4,93;6,20;-80,00;0,98;2,64;4,30;80,00;3288,00
11/06/2023;11/06/2023;aFRR;NEG_08_12;8,22;32,57;42,45;10,00;33,93;42,45;-29,00;8,22;21,63;41,00;29,00;3549,00
11/06/2023;11/06/2023;aFRR;NEG_12_16;15,44;84,67;118,00;40,00;88,26;118,00;-69,00;15,44;59,85;116,98;69,00;3329,00
11/06/2023;11/06/2023;aFRR;NEG_16_20;6,71;25,41;33,64;10,00;26,94;33,64;-80,00;6,71;16,07;33,03;80,00;3326,00
11/06/2023;11/06/2023;aFRR;NEG_20_24;0,00;0,97;1,14;0,00;1,01;1,14;-42,00;0,46;0,75;1,14;42,00;3557,00
12/06/2023;12/06/2023;aFRR;POS_00_04;2,40;7,46;10,78;4,62;7,75;10,78;-80,00;2,40;5,54;8,12;80,00;3819,00
12/06/2023;12/06/2023;aFRR;POS_04_08;3,53;8,08;11,66;5,99;8,27;11,66;-80,00;3,53;6,81;8,64;80,00;3824,00
12/06/2023;12/06/2023;aFRR;POS_08_12;6,00;21,85;35,00;14,10;22,85;35,00;-80,00;6,00;14,93;22,38;80,00;3251,00
12/06/2023;12/06/2023;aFRR;POS_12_16;3,60;10,40;19,60;6,20;10,88;19,60;-80,00;3,60;7,09;9,20;80,00;3128,00
12/06/2023;12/06/2023;aFRR;POS_16_20;5,86;15,71;33,54;10,40;16,29;33,54;-80,00;5,86;11,76;15,60;80,00;3318,00
12/06/2023;12/06/2023;aFRR;POS_20_24;4,80;15,03;18,72;11,00;15,43;18,72;-80,00;4,80;12,39;17,16;80,00;3503,00
12/06/2023;12/06/2023;aFRR;NEG_00_04;2,00;5,38;8,24;2,00;5,53;8,24;-80,00;2,00;4,56;6,82;80,00;2958,00
12/06/2023;12/06/2023;aFRR;NEG_04_08;0,98;4,79;9,58;2,00;5,05;9,57;-79,00;0,98;3,21;9,58;79,00;2995,00
12/06/2023;12/06/2023;aFRR;NEG_08_12;6,98;22,09;31,00;10,00;23,00;31,00;-80,00;6,98;16,23;24,36;80,00;2855,00
12/06/2023;12/06/2023;aFRR;NEG_12_16;15,55;52,20;74,32;35,00;54,74;74,32;-80,00;15,55;36,13;56,15;80,00;2805,00
12/06/2023;12/06/2023;aFRR;NEG_16_20;6,98;18,22;24,75;10,00;19,20;24,75;-80,00;6,98;11,96;19,49;80,00;3082,00
12/06/2023;12/06/2023;aFRR;NEG_20_24;0,00;1,06;2,00;0,00;1,12;2,00;-80,00;0,40;0,72;1,00;80,00;2966,00
13/06/2023;13/06/2023;aFRR;POS_00_04;2,40;7,75;9,42;5,00;7,96;9,42;-13,00;2,40;5,88;9,35;13,00;3892,00
13/06/2023;13/06/2023;aFRR;POS_04_08;3,60;8,75;13,25;6,29;8,93;13,25;-80,00;3,60;7,55;10,41;80,00;3842,00
13/06/2023;13/06/2023;aFRR;POS_08_12;6,00;26,39;47,23;12,97;27,27;47,23;-80,00;6,00;20,23;28,77;80,00;3481,00
13/06/2023;13/06/2023;aFRR;POS_12_16;3,60;46,13;301,82;7,32;51,54;301,82;-80,00;3,60;8,94;12,51;80,00;3289,00
13/06/2023;13/06/2023;aFRR;POS_16_20;6,00;20,07;29,00;9,30;20,94;29,00;-80,00;6,00;14,21;20,69;80,00;3391,00
13/06/2023;13/06/2023;aFRR;POS_20_24;4,80;15,11;18,85;12,00;15,15;18,85;14,00;4,80;14,69;18,84;-14,00;3716,00
13/06/2023;13/06/2023;aFRR;NEG_00_04;2,52;5,11;7,57;3,00;5,21;7,57;-49,00;2,52;4,44;6,82;49,00;2715,00
13/06/2023;13/06/2023;aFRR;NEG_04_08;1,20;6,59;20,50;2,94;7,03;20,50;-80,00;1,20;3,88;7,50;80,00;2739,00
13/06/2023;13/06/2023;aFRR;NEG_08_12;8,00;68,69;337,16;12,00;77,30;337,16;-80,00;8,00;13,61;17,36;80,00;2526,00
13/06/2023;13/06/2023;aFRR;NEG_12_16;15,44;46,92;66,68;28,00;49,53;66,68;-80,00;15,44;30,53;38,69;80,00;2733,00
13/06/2023;13/06/2023;aFRR;NEG_16_20;6,40;16,04;21,14;10,00;16,86;21,14;-80,00;6,40;10,98;14,47;80,00;2700,00
13/06/2023;13/06/2023;aFRR;NEG_20_24;0,40;1,17;2,27;0,70;1,25;2,27;-80,00;0,40;0,73;0,99;80,00;2831,00
14/06/2023;14/06/2023;aFRR;POS_00_04;4,00;8,29;16,20;5,70;8,45;16,20;-80,00;4,00;7,21;9,41;80,00;3438,00
14/06/2023;14/06/2023;aFRR;POS_04_08;4,40;12,07;27,95;7,60;12,53;27,95;-80,00;4,40;9,16;11,88;80,00;3128,00
14/06/2023;14/06/2023;aFRR;POS_08_12;11,20;78,86;412,20;16,60;86,39;412,20;-80,00;11,20;26,73;34,26;80,00;3069,00
14/06/2023;14/06/2023;aFRR;POS_12_16;4,80;41,45;64,64;10,53;45,21;64,64;-80,00;4,80;15,91;31,79;80,00;3450,00
14/06/2023;14/06/2023;aFRR;POS_16_20;8,00;23,38;31,30;13,90;24,22;31,30;-80,00;8,00;17,72;24,40;80,00;3545,00
14/06/2023;14/06/2023;aFRR;POS_20_24;7,24;17,17;24,92;12,10;17,58;24,92;-75,00;7,24;14,30;24,16;75,00;3572,00
14/06/2023;14/06/2023;aFRR;NEG_00_04;2,48;5,22;6,55;3,00;5,35;6,55;-58,00;2,48;4,38;6,42;58,00;2701,00
14/06/2023;14/06/2023;aFRR;NEG_04_08;2,40;7,61;11,00;3,00;8,09;11,00;-80,00;2,40;4,80;7,90;80,00;2985,00
14/06/2023;14/06/2023;aFRR;NEG_08_12;6,80;44,05;66,00;12,00;49,08;66,00;-80,00;6,80;12,40;16,00;80,00;3179,00
14/06/2023;14/06/2023;aFRR;NEG_12_16;15,20;45,15;64,84;29,00;47,86;64,84;-80,00;15,20;27,93;36,98;80,00;2669,00
14/06/2023;14/06/2023;aFRR;NEG_16_20;6,00;14,83;17,63;10,00;15,63;17,63;-80,00;6,00;9,94;11,60;80,00;2984,00
14/06/2023;14/06/2023;aFRR;NEG_20_24;0,39;1,56;4,54;0,70;1,69;4,54;-80,00;0,39;0,74;0,92;80,00;2827,00
15/06/2023;15/06/2023;aFRR;POS_00_04;3,92;10,21;15,02;7,21;10,74;15,02;-80,00;3,92;6,67;8,86;80,00;3410,00
15/06/2023;15/06/2023;aFRR;POS_04_08;5,20;16,14;25,98;8,38;16,88;25,98;-80,00;5,20;11,19;15,76;80,00;3510,00
15/06/2023;15/06/2023;aFRR;POS_08_12;14,00;57,52;91,52;23,93;60,65;91,52;-80,00;14,00;35,66;57,35;80,00;3586,00
15/06/2023;15/06/2023;aFRR;POS_12_16;9,40;38,87;85,00;19,39;39,30;85,00;-80,00;9,40;35,92;55,50;80,00;3048,00
15/06/2023;15/06/2023;aFRR;POS_16_20;10,20;26,38;31,30;15,00;26,88;31,30;-45,00;10,20;22,25;31,10;45,00;3570,00
15/06/2023;15/06/2023;aFRR;POS_20_24;8,34;20,40;26,50;12,00;20,48;26,50;2,00;8,34;19,55;26,28;-2,00;3643,00
15/06/2023;15/06/2023;aFRR;NEG_00_04;2,70;5,74;9,11;3,00;5,86;9,11;-17,00;2,70;4,81;9,02;17,00;2516,00
15/06/2023;15/06/2023;aFRR;NEG_04_08;2,90;7,02;10,00;3,00;7,26;10,00;-80,00;2,90;5,65;8,95;80,00;2687,00
15/06/2023;15/06/2023;aFRR;NEG_08_12;6,64;32,63;62,60;20,00;35,90;62,60;-80,00;6,64;12,93;18,70;80,00;2477,00
15/06/2023;15/06/2023;aFRR;NEG_12_16;14,96;43,40;58,61;31,00;45,89;58,61;-80,00;14,96;27,42;34,18;80,00;2571,00
15/06/2023;15/06/2023;aFRR;NEG_16_20;5,08;13,28;15,74;8,00;13,94;15,74;-80,00;5,08;9,17;11,00;80,00;2806,00
15/06/2023;15/06/2023;aFRR;NEG_20_24;0,38;1,97;4,98;0,70;2,16;4,98;-80,00;0,38;0,75;1,00;80,00;2824,00
16/06/2023;16/06/2023;aFRR;POS_00_04;3,68;10,82;13,80;6,32;11,18;13,80;-80,00;3,68;8,58;12,07;80,00;3413,00
16/06/2023;16/06/2023;aFRR;POS_04_08;6,40;18,18;23,08;8,67;18,58;23,08;-80,00;6,40;15,54;21,08;80,00;3542,00
16/06/2023;16/06/2023;aFRR;POS_08_12;19,60;47,95;61,15;26,36;48,65;61,15;-44,00;19,60;42,35;59,11;44,00;3724,00
16/06/2023;16/06/2023;aFRR;POS_12_16;12,67;50,11;95,00;19,12;52,19;95,00;-80,00;12,67;35,67;46,79;80,00;3782,00
16/06/2023;16/06/2023;aFRR;POS_16_20;12,00;26,16;30,06;15,69;26,54;30,06;-80,00;12,00;23,69;29,44;80,00;3711,00
16/06/2023;16/06/2023;aFRR;POS_20_24;10,40;22,79;30,26;11,45;22,84;30,22;-69,00;10,40;22,42;30,26;69,00;3628,00
16/06/2023;16/06/2023;aFRR;NEG_00_04;2,80;16,54;199,00;3,00;18,51;199,00;-80,00;2,80;4,92;7,00;80,00;2841,00
16/06/2023;16/06/2023;aFRR;NEG_04_08;3,00;10,54;72,23;3,00;11,38;72,23;-80,00;3,09;5,60;7,38;80,00;2866,00
16/06/2023;16/06/2023;aFRR;NEG_08_12;7,60;161,02;799,00;20,00;184,44;799,00;-80,00;7,60;12,57;15,82;80,00;2518,00
16/06/2023;16/06/2023;aFRR;NEG_12_16;14,96;156,12;833,99;33,00;176,89;833,99;-80,00;14,96;26,27;30,00;80,00;2571,00
16/06/2023;16/06/2023;aFRR;NEG_16_20;5,08;25,27;126,68;7,00;27,94;126,68;-80,00;5,08;8,19;9,70;80,00;2775,00
16/06/2023;16/06/2023;aFRR;NEG_20_24;0,25;7,13;68,17;0,70;8,16;68,17;-80,00;0,25;0,70;1,00;80,00;2888,00
17/06/2023;17/06/2023;aFRR;POS_00_04;4,48;20,62;103,98;8,60;22,34;103,98;-80,00;4,48;9,42;12,83;80,00;3205,00
17/06/2023;17/06/2023;aFRR;POS_04_08;7,80;27,71;120,75;12,00;29,40;120,75;-80,00;7,80;16,17;21,19;80,00;3384,00
17/06/2023;17/06/2023;aFRR;POS_08_12;14,90;44,47;57,25;14,90;46,27;57,25;-80,00;18,09;32,42;42,43;80,00;3253,00
17/06/2023;17/06/2023;aFRR;POS_12_16;14,90;49,36;67,77;14,90;50,43;67,77;-78,00;17,88;42,16;67,23;78,00;3287,00
17/06/2023;17/06/2023;aFRR;POS_16_20;10,16;42,97;314,25;11,76;46,21;314,25;-80,00;10,16;21,65;27,99;80,00;3398,00
17/06/2023;17/06/2023;aFRR;POS_20_24;10,68;52,51;356,92;18,40;56,86;356,92;-80,00;10,68;23,19;30,97;80,00;3428,00
17/06/2023;17/06/2023;aFRR;NEG_00_04;3,41;27,72;45,00;4,00;31,29;45,00;-80,00;3,41;6,38;12,88;80,00;3065,00
17/06/2023;17/06/2023;aFRR;NEG_04_08;3,53;18,37;31,10;4,00;20,44;31,10;-80,00;3,53;6,28;15,27;80,00;3162,00
17/06/2023;17/06/2023;aFRR;NEG_08_12;7,60;105,45;225,00;24,90;119,43;225,00;-80,00;7,60;15,71;29,99;80,00;3132,00
17/06/2023;17/06/2023;aFRR;NEG_12_16;14,96;117,03;222,65;24,90;129,94;222,65;-80,00;14,96;34,27;82,39;80,00;3070,00
17/06/2023;17/06/2023;aFRR;NEG_16_20;4,56;97,61;504,80;11,00;111,27;504,80;-80,00;4,56;9,55;18,60;80,00;2738,00
17/06/2023;17/06/2023;aFRR;NEG_20_24;0,40;14,17;30,61;1,00;16,35;30,61;-80,00;0,40;0,98;1,52;80,00;2999,00
18/06/2023;18/06/2023;aFRR;POS_00_04;4,18;32,38;65,41;10,50;35,63;65,41;-80,00;4,18;11,84;19,16;80,00;3671,00
18/06/2023;18/06/2023;aFRR;POS_04_08;4,79;39,17;69,25;16,50;42,73;69,25;-80,00;4,79;16,38;28,81;80,00;3705,00
18/06/2023;18/06/2023;aFRR;POS_08_12;11,08;65,04;198,68;33,01;70,02;198,68;-80,00;11,08;31,20;45,96;80,00;3448,00
18/06/2023;18/06/2023;aFRR;POS_12_16;5,79;57,59;169,00;30,84;60,70;169,00;-80,00;5,79;37,47;51,96;80,00;3568,00
18/06/2023;18/06/2023;aFRR;POS_16_20;8,79;71,06;153,63;23,23;78,08;153,63;-80,00;8,79;22,32;33,99;80,00;3436,00
18/06/2023;18/06/2023;aFRR;POS_20_24;10,39;66,76;135,00;22,00;72,70;135,00;-80,00;10,39;26,40;39,76;80,00;3715,00
18/06/2023;18/06/2023;aFRR;NEG_00_04;3,98;25,95;71,60;4,00;28,57;71,60;-80,00;3,98;10,63;17,50;80,00;2967,00
18/06/2023;18/06/2023;aFRR;NEG_04_08;0,98;29,11;133,10;4,00;32,20;133,10;-80,00;0,98;10,68;18,88;80,00;2842,00
18/06/2023;18/06/2023;aFRR;NEG_08_12;11,74;100,66;175,12;24,90;111,46;175,12;-80,00;11,74;32,01;53,57;80,00;2997,00
18/06/2023;18/06/2023;aFRR;NEG_12_16;23,61;126,33;331,44;24,90;133,71;331,44;-80,00;23,61;77,78;142,93;80,00;2845,00
18/06/2023;18/06/2023;aFRR;NEG_16_20;7,19;100,77;176,88;11,00;113,76;176,88;-80,00;7,19;21,93;39,98;80,00;2966,00
18/06/2023;18/06/2023;aFRR;NEG_20_24;0,52;26,15;104,98;1,00;30,47;104,98;-80,00;0,52;1,47;2,75;80,00;2844,00
19/06/2023;19/06/2023;aFRR;POS_00_04;4,44;31,02;45,32;4,90;33,14;45,32;-80,00;4,44;17,35;40,02;80,00;3680,00
19/06/2023;19/06/2023;aFRR;POS_04_08;4,90;36,48;57,37;4,90;38,60;57,37;-80,00;7,96;22,15;46,79;80,00;3450,00
19/06/2023;19/06/2023;aFRR;POS_08_12;17,90;71,27;116,70;17,90;75,33;116,70;-80,00;19,88;43,57;68,46;80,00;3302,00
19/06/2023;19/06/2023;aFRR;POS_12_16;14,90;67,62;94,50;14,90;70,25;94,50;-80,00;25,23;49,40;67,03;80,00;3329,00
19/06/2023;19/06/2023;aFRR;POS_16_20;13,90;68,71;109,71;13,90;73,16;109,71;-80,00;14,32;38,56;97,60;80,00;3406,00
19/06/2023;19/06/2023;aFRR;POS_20_24;11,90;70,64;103,00;11,90;72,27;103,00;-80,00;15,48;59,80;94,72;80,00;3536,00
19/06/2023;19/06/2023;aFRR;NEG_00_04;4,04;29,98;45,20;5,00;33,95;45,20;-80,00;4,04;7,94;11,88;80,00;2883,00
19/06/2023;19/06/2023;aFRR;NEG_04_08;4,50;36,56;64,57;5,00;40,97;64,57;-80,00;4,50;9,04;18,18;80,00;3006,00
19/06/2023;19/06/2023;aFRR;NEG_08_12;7,92;75,81;119,52;16,90;84,57;119,52;-80,00;7,92;19,59;35,13;80,00;2893,00
19/06/2023;19/06/2023;aFRR;NEG_12_16;22,90;98,86;156,40;22,90;107,73;156,40;-80,00;23,96;42,80;73,90;80,00;2952,00
19/06/2023;19/06/2023;aFRR;NEG_16_20;7,92;73,17;119,36;14,00;82,30;119,36;-80,00;7,92;14,81;28,91;80,00;2927,00
19/06/2023;19/06/2023;aFRR;NEG_20_24;0,25;30,02;58,85;5,00;34,62;58,85;-80,00;0,25;1,43;2,80;80,00;2854,00
20/06/2023;20/06/2023;aFRR;POS_00_04;5,29;29,00;34,57;18,90;29,86;34,57;-80,00;5,29;23,40;34,54;80,00;3547,00
20/06/2023;20/06/2023;aFRR;POS_04_08;11,29;34,69;44,80;13,30;36,17;44,80;-80,00;11,29;25,19;37,12;80,00;3292,00
20/06/2023;20/06/2023;aFRR;POS_08_12;27,12;71,36;110,88;30,34;73,24;110,88;-80,00;27,12;58,05;95,19;80,00;3157,00
20/06/2023;20/06/2023;aFRR;POS_12_16;17,30;63,39;106,33;17,30;64,70;106,33;-80,00;25,40;54,36;75,90;80,00;3004,00
20/06/2023;20/06/2023;aFRR;POS_16_20;20,85;68,77;99,40;24,89;71,95;99,40;-80,00;20,85;47,27;69,99;80,00;3017,00
20/06/2023;20/06/2023;aFRR;POS_20_24;26,28;67,75;82,72;30,00;69,14;82,72;-80,00;26,28;58,61;80,90;80,00;3258,00
20/06/2023;20/06/2023;aFRR;NEG_00_04;3,80;22,66;32,67;4,91;25,22;32,67;-80,00;3,80;7,96;11,49;80,00;2854,00
20/06/2023;20/06/2023;aFRR;NEG_04_08;6,24;28,69;43,13;10,60;31,67;43,13;-80,00;6,24;10,36;17,43;80,00;2779,00
20/06/2023;20/06/2023;aFRR;NEG_08_12;10,39;65,87;97,55;14,59;72,83;97,55;-80,00;10,39;21,67;34,26;80,00;2720,00
20/06/2023;20/06/2023;aFRR;NEG_12_16;25,39;82,32;115,81;29,00;88,96;115,81;-80,00;25,39;40,62;60,26;80,00;2791,00
20/06/2023;20/06/2023;aFRR;NEG_16_20;8,00;61,20;89,85;13,90;68,62;89,85;-80,00;8,00;14,91;23,54;80,00;2810,00
20/06/2023;20/06/2023;aFRR;NEG_20_24;0,25;26,08;41,42;6,92;30,09;41,42;-80,00;0,25;1,57;2,37;80,00;2841,00
21/06/2023;21/06/2023;aFRR;POS_00_04;12,86;25,83;29,48;14,61;26,50;29,48;-80,00;12,86;21,51;26,89;80,00;3576,00
21/06/2023;21/06/2023;aFRR;POS_04_08;16,35;32,51;37,52;22,00;33,36;37,52;-80,00;16,35;27,25;35,24;80,00;3263,00
21/06/2023;21/06/2023;aFRR;POS_08_12;34,98;77,25;96,52;57,00;79,48;96,52;-80,00;34,98;61,67;76,44;80,00;3274,00
21/06/2023;21/06/2023;aFRR;POS_12_16;26,64;115,72;570,00;44,92;124,66;570,00;-80,00;26,64;55,29;67,28;80,00;3236,00
21/06/2023;21/06/2023;aFRR;POS_16_20;29,92;79,60;126,67;55,90;83,72;126,67;-80,00;29,92;52,21;67,13;80,00;3369,00
21/06/2023;21/06/2023;aFRR;POS_20_24;33,20;66,08;74,00;46,50;67,22;74,00;-80,00;33,20;58,29;69,16;80,00;3509,00
21/06/2023;21/06/2023;aFRR;NEG_00_04;6,06;19,18;23,77;11,14;20,92;23,77;-80,00;6,06;9,28;15,55;80,00;2785,00
21/06/2023;21/06/2023;aFRR;NEG_04_08;4,53;25,23;31,87;14,71;27,37;31,87;-80,00;4,53;12,64;22,48;80,00;2919,00
21/06/2023;21/06/2023;aFRR;NEG_08_12;16,00;62,25;78,00;33,26;68,04;78,00;-80,00;16,00;26,05;41,55;80,00;2789,00
21/06/2023;21/06/2023;aFRR;NEG_12_16;32,00;74,42;91,00;39,49;78,71;91,00;-80,00;32,00;46,86;58,92;80,00;2808,00
21/06/2023;21/06/2023;aFRR;NEG_16_20;11,21;54,42;68,34;30,64;60,42;68,34;-80,00;11,21;17,31;26,01;80,00;2787,00
21/06/2023;21/06/2023;aFRR;NEG_20_24;0,88;23,34;31,74;14,12;26,84;31,74;-80,00;0,88;1,90;3,92;80,00;2944,00
22/06/2023;22/06/2023;aFRR;POS_00_04;4,90;22,90;27,40;4,90;23,41;27,40;-80,00;11,38;19,59;24,49;80,00;3585,00
22/06/2023;22/06/2023;aFRR;POS_04_08;7,90;29,57;33,28;7,90;30,22;33,28;-80,00;15,34;25,21;31,68;80,00;3619,00
22/06/2023;22/06/2023;aFRR;POS_08_12;38,90;73,95;84,14;52,30;75,94;84,14;-80,00;38,90;60,13;77,61;80,00;3521,00
22/06/2023;22/06/2023;aFRR;POS_12_16;14,90;97,19;120,77;14,90;101,01;120,77;-1,00;37,80;59,12;116,78;1,00;3856,00
22/06/2023;22/06/2023;aFRR;POS_16_20;12,90;77,91;95,33;12,90;80,92;95,33;-80,00;34,50;57,35;83,96;80,00;3576,00
22/06/2023;22/06/2023;aFRR;POS_20_24;32,06;60,02;66,45;44,53;61,41;66,45;-80,00;32,06;51,00;61,21;80,00;3604,00
22/06/2023;22/06/2023;aFRR;NEG_00_04;7,01;15,80;20,00;12,26;16,55;20,00;-80,00;7,01;11,41;16,23;80,00;2878,00
22/06/2023;22/06/2023;aFRR;NEG_04_08;9,90;21,03;24,83;16,49;21,91;24,83;-80,00;9,90;15,89;19,38;80,00;2989,00
22/06/2023;22/06/2023;aFRR;NEG_08_12;18,80;53,56;65,14;40,36;56,94;65,14;-80,00;18,80;33,15;46,91;80,00;2738,00
22/06/2023;22/06/2023;aFRR;NEG_12_16;29,90;120,16;484,00;46,26;132,03;484,00;-80,00;29,90;44,46;55,80;80,00;2584,00
22/06/2023;22/06/2023;aFRR;NEG_16_20;13,63;44,93;58,05;33,73;48,97;58,05;-80,00;13,63;19,80;26,90;80,00;2885,00
22/06/2023;22/06/2023;aFRR;NEG_20_24;1,29;19,94;26,46;16,40;22,76;26,46;-80,00;1,29;2,94;4,50;80,00;2983,00
23/06/2023;23/06/2023;aFRR;POS_00_04;10,11;20,86;22,84;14,11;21,28;22,84;-80,00;10,11;18,22;22,30;80,00;3351,00
23/06/2023;23/06/2023;aFRR;POS_04_08;13,46;26,80;28,91;14,84;27,31;28,91;-80,00;13,46;23,46;28,83;80,00;3565,00
23/06/2023;23/06/2023;aFRR;POS_08_12;35,80;67,60;73,79;44,40;69,00;73,79;-80,00;35,80;58,02;71,30;80,00;3571,00
23/06/2023;23/06/2023;aFRR;POS_12_16;39,90;85,81;105,00;39,90;87,94;105,00;-80,00;42,56;71,11;88,96;80,00;3582,00
23/06/2023;23/06/2023;aFRR;POS_16_20;41,05;72,02;79,39;41,50;73,18;79,39;-70,00;41,05;64,23;79,36;70,00;3580,00
23/06/2023;23/06/2023;aFRR;POS_20_24;21,86;55,39;61,05;21,86;56,42;61,05;-80,00;28,13;48,30;58,37;80,00;3584,00
23/06/2023;23/06/2023;aFRR;NEG_00_04;6,92;18,17;54,48;9,90;19,09;54,48;-80,00;6,92;12,85;18,62;80,00;2891,00
23/06/2023;23/06/2023;aFRR;NEG_04_08;8,62;18,56;22,64;12,30;19,04;22,64;-80,00;8,62;15,74;19,01;80,00;2962,00
23/06/2023;23/06/2023;aFRR;NEG_08_12;23,49;65,80;215,00;32,20;70,69;215,00;-80,00;23,49;35,22;42,80;80,00;2753,00
23/06/2023;23/06/2023;aFRR;NEG_12_16;14,90;85,53;117,42;14,90;91,30;117,42;-80,00;29,65;50,37;77,31;80,00;2862,00
23/06/2023;23/06/2023;aFRR;NEG_16_20;14,40;41,80;51,44;28,70;45,07;51,44;-80,00;14,40;21,38;29,16;80,00;2909,00
23/06/2023;23/06/2023;aFRR;NEG_20_24;1,80;17,37;21,99;13,10;19,62;21,99;-80,00;1,80;3,44;4,71;80,00;2996,00
24/06/2023;24/06/2023;aFRR;POS_00_04;9,89;25,59;79,00;12,10;27,00;79,00;-80,00;9,89;16,63;20,33;80,00;3357,00
24/06/2023;24/06/2023;aFRR;POS_04_08;12,64;24,16;26,65;15,30;24,63;26,65;-80,00;12,64;20,98;25,62;80,00;3504,00
24/06/2023;24/06/2023;aFRR;POS_08_12;31,41;59,86;71,72;39,00;60,92;71,72;-80,00;31,41;52,76;64,66;80,00;3394,00
24/06/2023;24/06/2023;aFRR;POS_12_16;37,33;73,51;84,40;38,01;75,13;84,40;-80,00;37,33;62,62;77,77;80,00;3535,00
24/06/2023;24/06/2023;aFRR;POS_16_20;33,47;62,22;68,00;41,90;63,06;68,00;-51,00;33,47;55,90;67,74;51,00;3594,00
24/06/2023;24/06/2023;aFRR;POS_20_24;26,12;49,20;54,30;32,20;49,93;54,30;-50,00;26,12;43,59;53,78;50,00;3587,00
24/06/2023;24/06/2023;aFRR;NEG_00_04;6,76;23,67;37,89;7,20;25,05;37,89;-80,00;6,76;15,61;20,89;80,00;3031,00
24/06/2023;24/06/2023;aFRR;NEG_04_08;8,19;22,76;77,76;11,20;23,71;77,76;-80,00;8,19;17,21;30,67;80,00;2851,00
24/06/2023;24/06/2023;aFRR;NEG_08_12;24,47;71,73;108,76;28,40;76,82;108,76;-80,00;24,47;39,30;47,69;80,00;2856,00
24/06/2023;24/06/2023;aFRR;NEG_12_16;19,40;91,34;135,89;19,40;94,26;135,89;-80,00;38,44;72,68;93,75;80,00;2775,00
24/06/2023;24/06/2023;aFRR;NEG_16_20;16,80;44,85;70,00;25,50;47,52;70,00;-80,00;16,80;28,03;41,64;80,00;2720,00
24/06/2023;24/06/2023;aFRR;NEG_20_24;2,64;15,40;20,00;10,90;17,33;20,00;-80,00;2,64;4,07;5,50;80,00;2890,00
25/06/2023;25/06/2023;aFRR;POS_00_04;9,19;25,19;31,77;17,50;25,94;31,77;-70,00;9,19;20,28;31,48;70,00;3556,00
25/06/2023;25/06/2023;aFRR;POS_04_08;10,79;21,60;23,50;14,10;21,89;23,50;-60,00;10,79;19,64;23,42;60,00;3432,00
25/06/2023;25/06/2023;aFRR;POS_08_12;26,42;54,29;61,30;26,76;54,88;61,30;-71,00;26,42;50,18;60,65;71,00;3318,00
25/06/2023;25/06/2023;aFRR;POS_12_16;31,25;62,79;68,00;31,25;63,39;68,00;-39,00;32,71;58,04;67,89;39,00;3361,00
25/06/2023;25/06/2023;aFRR;POS_16_20;26,69;53,81;58,21;35,90;54,48;58,21;-46,00;26,69;48,51;58,11;46,00;3504,00
25/06/2023;25/06/2023;aFRR;POS_20_24;21,77;44,45;47,95;28,70;45,06;47,95;-54,00;21,77;39,75;47,93;54,00;3529,00
25/06/2023;25/06/2023;aFRR;NEG_00_04;12,40;23,28;28,95;12,40;24,09;28,95;-80,00;12,78;18,69;25,00;80,00;2648,00
25/06/2023;25/06/2023;aFRR;NEG_04_08;9,74;27,79;35,23;16,00;28,19;35,23;-61,00;9,74;25,24;35,00;61,00;2811,00
25/06/2023;25/06/2023;aFRR;NEG_08_12;20,00;80,13;116,18;20,00;85,56;116,18;-80,00;31,81;45,48;76,52;80,00;2746,00
